division,family,result,cpu_time,wallclock_time,nb,solver
BV,2017-Preiner-UltimateAutomizer,sat,0.006271,0.234016,1,24166
BV,2017-Preiner-UltimateAutomizer,starexec-unknown,9501.77,2400.16,2,24166
BV,2017-Preiner-UltimateAutomizer,unsat,13.328817999999998,3.7679101999999998,7,24166
BV,2017-Preiner-keymaera,sat,85.221418,31.1175352,47,24166
BV,2017-Preiner-keymaera,unsat,2714.2107419999998,693.3216376,305,24166
BV,2017-Preiner-psyco,sat,0.262015,4.4897211,37,24166
BV,2017-Preiner-psyco,unsat,0.106469,2.2604341,14,24166
BV,2017-Preiner-scholl-smt08/RND,sat,5512.707315,1413.7149852,28,24166
BV,2017-Preiner-scholl-smt08/RND,starexec-unknown,37446.62,9600.59,8,24166
BV,2017-Preiner-scholl-smt08/RND,unsat,6494.480124,1669.4926189999999,15,24166
BV,2017-Preiner-scholl-smt08/RNDPRE,sat,6746.225442,1721.9021479,24,24166
BV,2017-Preiner-scholl-smt08/RNDPRE,starexec-unknown,94604.08,24001.86,20,24166
BV,2017-Preiner-scholl-smt08/RNDPRE,unsat,1534.472912,392.0286133,21,24166
BV,2017-Preiner-scholl-smt08/model,sat,0.48003,2.0587108,66,24166
BV,2017-Preiner-tptp,unsat,0.006401,0.018605,1,24166
BV,20170501-Heizmann-UltimateAutomizer,sat,0.018968,0.1744522,3,24166
BV,20170501-Heizmann-UltimateAutomizer,starexec-unknown,9473.29,2400.16,2,24166
BV,20170501-Heizmann-UltimateAutomizer,unsat,4391.025003000001,1116.9071139,51,24166
BV,2018-Preiner-cav18,starexec-unknown,52123.33,13201.0,11,24166
BV,2018-Preiner-cav18,unsat,831.307422,217.6150031,100,24166
BV,20190429-UltimateAutomizerSvcomp2019,sat,0.059305000000000004,0.250689,8,24166
BV,20190429-UltimateAutomizerSvcomp2019,starexec-unknown,9471.52,2400.1899999999996,2,24166
BV,20190429-UltimateAutomizerSvcomp2019,unsat,65.335703,20.9115196,35,24166
BV,2020-Preiner-fmcad20/cons,starexec-unknown,40370.130000000005,16801.079999999998,14,24166
BV,2020-Preiner-fmcad20/cons,unsat,448.362375,228.1956443,30,24166
BV,2020-Preiner-fmcad20/inv,starexec-unknown,14119.03,7200.5199999999995,6,24166
BV,2020-Preiner-fmcad20/inv,unsat,110.95735199999999,31.3500998,43,24166
BV,20210301-Alive2-partial-undef/ph7,unsat,0.006364,0.382114,1,24166
BV,20210301-Alive2-partial-undef/sqlite3,unsat,0.006653,0.038083,1,24166
BV,20210301-Alive2/oggenc,starexec-unknown,4683.99,1200.12,1,24166
BV,20210301-Alive2/oggenc,unsat,3615.93,929.395,1,24166
BV,20210330-PEak/extern-loop_sat_subset,sat,0.442886,0.451766,1,24166
BV,20210330-PEak/extern-loop_sat_subset,starexec-unknown,4247.98,1200.12,1,24166
BV,20210330-PEak/extern-loop_unsat_subset,unsat,14.59,3.74451,1,24166
BV,20210330-PEak/no-extern-loop_sat_subset,sat,48.566489,15.413411,5,24166
BV,20210330-PEak/no-extern-loop_sat_subset,starexec-unknown,8717.44,2400.2299999999996,2,24166
BV,20210330-PEak/no-extern-loop_unsat_subset,unsat,0.366189,0.374181,1,24166
BV,llvm13-smtlib,sat,0.007364,0.347858,1,24166
BV,llvm13-smtlib,unsat,63.870000000000005,16.29324,2,24166
BV,wintersteiger/fmsd13/fixpoint,sat,1723.633755,435.3981507,9,24166
BV,wintersteiger/fmsd13/fixpoint,starexec-unknown,33289.75,8400.58,7,24166
BV,wintersteiger/fmsd13/fixpoint,unsat,344.371075,88.55201910000001,11,24166
BV,wintersteiger/fmsd13/ranking,sat,0.094905,0.4270904,14,24166
BV,wintersteiger/fmsd13/ranking,unsat,561.341332,143.1479746,10,24166
QF_IDL,20210312-Bouvier,sat,53704.099,13572.22558,34,24166
QF_IDL,20210312-Bouvier,starexec-unknown,99742.41,25201.989999999998,21,24166
QF_IDL,20210312-Bouvier,unsat,63829.11,16119.6127,44,24166
QF_IDL,20220214-RVpredict-BohanLi,sat,231.18547,59.0239201,9,24166
QF_IDL,20220214-jobshop-BohanLi,sat,8104.861387,2050.1061814,26,24166
QF_IDL,20220214-jobshop-BohanLi,starexec-unknown,147320.23,37203.0,31,24166
QF_IDL,20220214-jobshop-BohanLi,unsat,231.15,58.4125,1,24166
QF_IDL,Averest/binary_search,sat,0.013014,0.039029999999999995,2,24166
QF_IDL,Averest/binary_search,unsat,0.006609,0.01756,1,24166
QF_IDL,Averest/buble_sort,sat,0.111965,1.2405835,16,24166
QF_IDL,Averest/buble_sort,unsat,0.08423,0.5202647,12,24166
QF_IDL,Averest/fast_max,sat,0.009496,0.0227841,1,24166
QF_IDL,Averest/insertion_sort,sat,0.092923,0.6637460000000001,13,24166
QF_IDL,Averest/insertion_sort,unsat,0.027521999999999998,0.2783271,3,24166
QF_IDL,Averest/linear_search,sat,0.006722,0.0247131,1,24166
QF_IDL,Averest/linear_search,unsat,0.0065,0.018862,1,24166
QF_IDL,Averest/min_max,sat,0.019773,0.0672219,3,24166
QF_IDL,Averest/min_max,unsat,0.007784,0.018442,1,24166
QF_IDL,Averest/parallel_search,unsat,0.006592,0.017241,1,24166
QF_IDL,Averest/partition,sat,0.027930999999999997,0.0934989,4,24166
QF_IDL,Averest/partition,unsat,0.006734,0.0180071,1,24166
QF_IDL,Averest/selection_sort,sat,0.10599,0.6663054,14,24166
QF_IDL,Averest/selection_sort,unsat,0.06706,0.6303773,10,24166
QF_IDL,Averest/sorting_network,sat,0.073406,0.5589542,11,24166
QF_IDL,Averest/sorting_network,unsat,0.018978000000000002,0.104658,3,24166
QF_IDL,DTP,sat,0.087716,0.393195,13,24166
QF_IDL,DTP,unsat,0.091141,0.679681,14,24166
QF_IDL,RTCL/b01_tf_20,unsat,0.006754,0.0228061,1,24166
QF_IDL,RTCL/b02_tf_15,unsat,0.008524,0.0174819,1,24166
QF_IDL,RTCL/b02_tf_20,unsat,0.00663,0.0175809,1,24166
QF_IDL,RTCL/b13_tf_10,unsat,0.02577,0.0656591,4,24166
QF_IDL,RTCL/b13_tf_15,unsat,0.007831,0.018453,1,24166
QF_IDL,RTCL/b13_tf_25,unsat,0.013165,0.060511999999999996,2,24166
QF_IDL,RTCL/b13_tf_30,unsat,0.037433,0.190082,5,24166
QF_IDL,asp/15Puzzle,sat,1147.02,290.85791,7,24166
QF_IDL,asp/BlockedNQueens,sat,622.8299999999999,158.0095,7,24166
QF_IDL,asp/BlockedNQueens,unsat,1175.39,297.59040000000005,4,24166
QF_IDL,asp/ChannelRouting,sat,2.9848060000000003,1.1770601,3,24166
QF_IDL,asp/ChannelRouting,starexec-unknown,4744.36,1200.11,1,24166
QF_IDL,asp/ConnectedDominatingSet,sat,905.1664569999999,228.916412,2,24166
QF_IDL,asp/ConnectedDominatingSet,starexec-unknown,4756.0,1200.1,1,24166
QF_IDL,asp/ConnectedDominatingSet,unsat,1166.63769,295.21801300000004,6,24166
QF_IDL,asp/DisjunctiveScheduling,sat,104.55,26.475,1,24166
QF_IDL,asp/EdgeMatching,sat,1933.71,489.94856,15,24166
QF_IDL,asp/Fastfood,sat,42.583239,11.719723,4,24166
QF_IDL,asp/Fastfood,unsat,335.96,85.342657,6,24166
QF_IDL,asp/GeneralizedSlitherlink,sat,32.99929,12.068458,16,24166
QF_IDL,asp/GraphColouring,sat,2355.7363410000003,594.871372,4,24166
QF_IDL,asp/GraphColouring,starexec-unknown,52202.72,13201.119999999999,11,24166
QF_IDL,asp/GraphColouring,unsat,7970.450000000001,2013.729,2,24166
QF_IDL,asp/GraphPartitioning,sat,59.987086,15.5728621,3,24166
QF_IDL,asp/GraphPartitioning,unsat,4473.46,1131.2759999999998,3,24166
QF_IDL,asp/HamiltonianPath,sat,468.337359,120.70984899999999,17,24166
QF_IDL,asp/Hanoi,sat,1896.85,479.99276,8,24166
QF_IDL,asp/HierarchicalClustering,sat,47.58,12.205770000000001,4,24166
QF_IDL,asp/KnightTour,sat,67.96000000000001,17.37376,2,24166
QF_IDL,asp/KnightTour,starexec-unknown,19011.93,4800.33,4,24166
QF_IDL,asp/Labyrinth,sat,12484.84,3154.4596,6,24166
QF_IDL,asp/Labyrinth,starexec-unknown,37946.29,9600.74,8,24166
QF_IDL,asp/MazeGeneration,sat,0.048568,0.4886227,7,24166
QF_IDL,asp/MazeGeneration,unsat,948.359561,240.454391,9,24166
QF_IDL,asp/SchurNumbers,sat,1561.14,395.021,4,24166
QF_IDL,asp/SchurNumbers,unsat,74.768053,20.039196,5,24166
QF_IDL,asp/Sokoban,sat,206.834901,53.361364,6,24166
QF_IDL,asp/Sokoban,unsat,180.217658,47.794129999999996,11,24166
QF_IDL,asp/Solitaire,sat,176.75,45.483111,11,24166
QF_IDL,asp/Solitaire,starexec-unknown,9499.26,2400.1499999999996,2,24166
QF_IDL,asp/Sudoku,sat,1219.636479,308.77168389999997,3,24166
QF_IDL,asp/TravellingSalesperson,sat,2980.51,754.32443,14,24166
QF_IDL,asp/WeightBoundedDominatingSet,sat,4644.03,1172.1,1,24166
QF_IDL,asp/WeightBoundedDominatingSet,starexec-unknown,56953.83,14401.23,12,24166
QF_IDL,asp/WireRouting,sat,5329.18,1345.59456,5,24166
QF_IDL,asp/WireRouting,starexec-unknown,28469.26,7200.58,6,24166
QF_IDL,asp/WireRouting,unsat,92.05,23.53741,2,24166
QF_IDL,bcnscheduling,sat,23.796674,6.583424,2,24166
QF_IDL,bcnscheduling,starexec-unknown,18969.67,4800.389999999999,4,24166
QF_IDL,bcnscheduling,unsat,3092.76,782.95978,3,24166
QF_IDL,cellar,unsat,4.528048,1.5252291000000002,8,24166
QF_IDL,diamonds,unsat,263.841178,68.7876199,21,24166
QF_IDL,fuzzy-matrix,sat,6672.14,1686.604,3,24166
QF_IDL,fuzzy-matrix,starexec-unknown,37959.93,9600.84,8,24166
QF_IDL,job_shop,sat,409.985582,108.0179892,32,24166
QF_IDL,job_shop,starexec-unknown,104445.94,26402.149999999998,22,24166
QF_IDL,job_shop,unsat,4522.812737,1145.6272431000002,5,24166
QF_IDL,mathsat/fischer,sat,33.032671,8.77521,8,24166
QF_IDL,mathsat/fischer,starexec-unknown,4743.2,1200.11,1,24166
QF_IDL,mathsat/fischer,unsat,809.395568,210.4707512,56,24166
QF_IDL,mathsat/post_office,unsat,0.101866,0.779979,15,24166
QF_IDL,parity,sat,150.018225,47.2731701,69,24166
QF_IDL,parity,unsat,1225.2223450000001,317.26793100000003,59,24166
QF_IDL,planning,sat,2.67,0.705575,1,24166
QF_IDL,planning,unsat,2.5157840000000005,3.3501141000000003,16,24166
QF_IDL,qlock,sat,14.437298,6.1148592,19,24166
QF_IDL,qlock,starexec-unknown,14244.580000000002,3600.2799999999997,3,24166
QF_IDL,qlock,unsat,15933.031029,4031.2918231,18,24166
QF_IDL,queens_bench/n_queen,sat,27.389925,14.8810119,49,24166
QF_IDL,queens_bench/super_queen,sat,36.628548,15.2773908,43,24166
QF_IDL,queens_bench/toroidal_bench,sat,160.295902,40.721071800000004,5,24166
QF_IDL,queens_bench/toroidal_bench,starexec-unknown,137698.28,34802.759999999995,29,24166
QF_IDL,queens_bench/toroidal_bench,unsat,4193.062818,1059.9381241,5,24166
QF_IDL,sal/bakery,sat,0.027174,0.0758432,4,24166
QF_IDL,sal/bakery,unsat,0.041618,0.2148802,6,24166
QF_IDL,sal/lpsat,unsat,3.0801809999999996,1.574743,8,24166
QF_IDL,schedulingIDL,sat,596.382613,169.8886886,117,24166
QF_IDL,schedulingIDL,starexec-unknown,4741.67,1200.07,1,24166
QF_IDL,schedulingIDL,unsat,780.33041,199.137094,14,24166
QF_IDL,sep/hardware,unsat,0.006283,0.020964,1,24166
QF_LIA,20180326-Bromberger/more_slacked/CAV_2009_benchmarks/coef-size/smt/size-10,sat,0.006197,0.018602,1,24166
QF_LIA,20180326-Bromberger/more_slacked/CAV_2009_benchmarks/coef-size/smt/size-10,starexec-unknown,3598.27,1200.07,1,24166
QF_LIA,20180326-Bromberger/more_slacked/CAV_2009_benchmarks/coef-size/smt/size-100,sat,0.013537,0.043621900000000005,2,24166
QF_LIA,20180326-Bromberger/more_slacked/CAV_2009_benchmarks/coef-size/smt/size-20,sat,0.012747000000000001,0.033816,2,24166
QF_LIA,20180326-Bromberger/more_slacked/CAV_2009_benchmarks/coef-size/smt/size-30,sat,0.012203,0.0429119,2,24166
QF_LIA,20180326-Bromberger/more_slacked/CAV_2009_benchmarks/coef-size/smt/size-40,sat,0.006121,0.0165269,1,24166
QF_LIA,20180326-Bromberger/more_slacked/CAV_2009_benchmarks/coef-size/smt/size-50,sat,0.017743,0.05136,2,24166
QF_LIA,20180326-Bromberger/more_slacked/CAV_2009_benchmarks/coef-size/smt/size-60,sat,0.012838,0.041116,2,24166
QF_LIA,20180326-Bromberger/more_slacked/CAV_2009_benchmarks/coef-size/smt/size-60,starexec-unknown,3599.05,1200.09,1,24166
QF_LIA,20180326-Bromberger/more_slacked/CAV_2009_benchmarks/coef-size/smt/size-70,sat,0.019897,0.068341,3,24166
QF_LIA,20180326-Bromberger/more_slacked/CAV_2009_benchmarks/coef-size/smt/size-80,sat,0.012424,0.044059100000000004,2,24166
QF_LIA,20180326-Bromberger/more_slacked/CAV_2009_benchmarks/coef-size/smt/size-90,sat,0.019707,0.0610611,3,24166
QF_LIA,20180326-Bromberger/more_slacked/CAV_2009_benchmarks/smt/15-vars,sat,0.025827,0.079651,4,24166
QF_LIA,20180326-Bromberger/more_slacked/CAV_2009_benchmarks/smt/15-vars,unsat,0.00666,0.0322799,1,24166
QF_LIA,20180326-Bromberger/more_slacked/CAV_2009_benchmarks/smt/20-vars,sat,0.16449,1.0302334,24,24166
QF_LIA,20180326-Bromberger/more_slacked/CAV_2009_benchmarks/smt/20-vars,unsat,5.967437,2.3423841000000003,10,24166
QF_LIA,20180326-Bromberger/more_slacked/CAV_2009_benchmarks/smt/25-vars,sat,0.116176,0.9723063,17,24166
QF_LIA,20180326-Bromberger/more_slacked/CAV_2009_benchmarks/smt/25-vars,unsat,0.039341,0.399069,6,24166
QF_LIA,20180326-Bromberger/more_slacked/CAV_2009_benchmarks/smt/30-vars,sat,0.226542,3.6406729,34,24166
QF_LIA,20180326-Bromberger/more_slacked/CAV_2009_benchmarks/smt/35-vars,sat,0.227967,5.355059,35,24166
QF_LIA,20180326-Bromberger/more_slacked/CAV_2009_benchmarks/smt/40-vars,sat,0.146166,4.2738133000000005,22,24166
QF_LIA,20180326-Bromberger/more_slacked/CAV_2009_benchmarks/smt/45-vars,sat,18.351766,10.3568198,29,24166
QF_LIA,20180326-Bromberger/more_slacked/cut_lemmas/15-vars,unsat,1.7053560000000003,1.1352840000000002,14,24166
QF_LIA,20180326-Bromberger/more_slacked/cut_lemmas/20-vars,starexec-unknown,14392.02,4800.33,4,24166
QF_LIA,20180326-Bromberger/more_slacked/cut_lemmas/20-vars,unsat,2302.755949,770.8181181,25,24166
QF_LIA,20180326-Bromberger/unbd-sage/unbd010v15c,sat,0.058704,0.167201,9,24166
QF_LIA,20180326-Bromberger/unbd-sage/unbd025v30c,sat,0.084432,0.9244487,12,24166
QF_LIA,20180326-Bromberger/unbd-sage/unbd050v55c,sat,6.013431,5.07264,13,24166
QF_LIA,20180326-Bromberger/unbd-sage/unbd075v83c,sat,1654.06,552.34408,14,24166
QF_LIA,20180326-Bromberger/unbd-sage/unbd100v110c,sat,5442.36,1815.67391,8,24166
QF_LIA,20180326-Bromberger/unbd-sage/unbd100v110c,starexec-unknown,3597.55,1200.07,1,24166
QF_LIA,2019-cmodelsdiff/boundsmodels,sat,0.194143,0.22106930000000002,5,24166
QF_LIA,2019-cmodelsdiff/hamiltonianCircuit,sat,0.6582479999999999,0.8845761,26,24166
QF_LIA,2019-cmodelsdiff/labyrinth,sat,7834.639999999999,2613.752351,14,24166
QF_LIA,2019-cmodelsdiff/labyrinth,starexec-unknown,14392.25,4800.3099999999995,4,24166
QF_LIA,2019-cmodelsdiff/mutualExclusion,sat,0.188526,0.2167091,2,24166
QF_LIA,2019-cmodelsdiff/randomNontight,sat,1.255725,1.297083,7,24166
QF_LIA,2019-cmodelsdiff/stillLive,sat,37.296452,13.1828099,9,24166
QF_LIA,2019-cmodelsdiff/wireRouting,sat,0.466484,0.471607,1,24166
QF_LIA,2019-cmodelsdiff/wireRouting,unsat,26.467368,9.246155,5,24166
QF_LIA,2019-ezsmt/Labyrinth/SCC,sat,3143.3500000000004,1048.954786,9,24166
QF_LIA,2019-ezsmt/Labyrinth/SCC,starexec-unknown,7194.6,2400.2,2,24166
QF_LIA,2019-ezsmt/incrementalScheduling,sat,64.159894,22.094126,4,24166
QF_LIA,2019-ezsmt/incrementalScheduling,starexec-unknown,10793.36,3600.2,3,24166
QF_LIA,2019-ezsmt/incrementalScheduling,unsat,0.260873,0.3210363,6,24166
QF_LIA,2019-ezsmt/routingMax/SCC,sat,2.22,0.818774,1,24166
QF_LIA,2019-ezsmt/routingMin/SCC,sat,0.12086,0.1676953,7,24166
QF_LIA,2019-ezsmt/travellingSalesperson/SCC,sat,129.070815,44.0545991,10,24166
QF_LIA,2019-ezsmt/weightedSequence,sat,1.850932,1.9084968,10,24166
QF_LIA,20210219-Dartagnan/ConcurrencySafety-Main,sat,2032.0126030000001,678.268781,6,24166
QF_LIA,20210219-Dartagnan/ConcurrencySafety-Main,starexec-unknown,3597.81,1200.07,1,24166
QF_LIA,20210219-Dartagnan/ConcurrencySafety-Main,unsat,955.59,319.647558,13,24166
QF_LIA,20210219-Dartagnan/ReachSafety-Loops,sat,23.545334999999998,8.2144322,8,24166
QF_LIA,20210219-Dartagnan/ReachSafety-Loops,unsat,8.209886,9.1668087,58,24166
QF_LIA,20220307-SMPT/2PhLockVParam,sat,0.061143,0.1217989,9,24166
QF_LIA,20220307-SMPT/2PhLockVParam,unsat,0.01898,0.0402739,3,24166
QF_LIA,20220307-SMPT/BART-PT-002,sat,0.025998,0.0851461,4,24166
QF_LIA,20220307-SMPT/BART-PT-002,unsat,0.071466,0.2158358,11,24166
QF_LIA,20220307-SMPT/BART-PT-005,sat,0.079525,0.2728193,12,24166
QF_LIA,20220307-SMPT/BART-PT-005,unsat,0.038683999999999996,0.1335213,6,24166
QF_LIA,20220307-SMPT/BART-PT-010,sat,0.052497,0.2284602,8,24166
QF_LIA,20220307-SMPT/BART-PT-010,unsat,0.040011,0.1713988,6,24166
QF_LIA,20220307-SMPT/BART-PT-020,sat,0.09061,0.5710517,14,24166
QF_LIA,20220307-SMPT/BART-PT-020,unsat,0.019337,0.1173428,3,24166
QF_LIA,20220307-SMPT/BART-PT-030,sat,0.08334,0.6644839,12,24166
QF_LIA,20220307-SMPT/BART-PT-030,unsat,0.032647999999999996,0.2715937,5,24166
QF_LIA,20220307-SMPT/BART-PT-040,sat,0.078985,0.7953569,12,24166
QF_LIA,20220307-SMPT/BART-PT-040,unsat,0.053639,0.5126987000000001,7,24166
QF_LIA,20220307-SMPT/BART-PT-050,sat,0.082505,0.9875223,12,24166
QF_LIA,20220307-SMPT/BART-PT-060,sat,0.084282,1.2210792,13,24166
QF_LIA,20220307-SMPT/BART-PT-060,unsat,0.019416,0.27958689999999997,3,24166
QF_LIA,20220307-SMPT/CircularTrains-PT-012,sat,0.099912,0.22434389999999998,15,24166
QF_LIA,20220307-SMPT/CircularTrains-PT-012,unsat,0.031777,0.0836131,5,24166
QF_LIA,20220307-SMPT/CircularTrains-PT-024,sat,0.006607,0.016888,1,24166
QF_LIA,20220307-SMPT/CircularTrains-PT-024,unsat,0.106085,0.2551651,16,24166
QF_LIA,20220307-SMPT/CircularTrains-PT-048,sat,0.03793,0.1104167,6,24166
QF_LIA,20220307-SMPT/CircularTrains-PT-048,unsat,0.047068,0.1100979,7,24166
QF_LIA,20220307-SMPT/CircularTrains-PT-096,sat,0.081413,0.2165846,12,24166
QF_LIA,20220307-SMPT/CircularTrains-PT-096,unsat,0.03481,0.0970129,5,24166
QF_LIA,20220307-SMPT/CircularTrains-PT-192,sat,0.076473,0.2392039,11,24166
QF_LIA,20220307-SMPT/CircularTrains-PT-192,unsat,0.038724999999999996,0.1260251,6,24166
QF_LIA,20220307-SMPT/DatabaseWithMutex-PT-02,sat,0.053637,0.1598847,8,24166
QF_LIA,20220307-SMPT/Diffusion2D-PT-D05N010,sat,0.074499,0.1656226,11,24166
QF_LIA,20220307-SMPT/Diffusion2D-PT-D05N010,unsat,0.019514999999999998,0.0474672,3,24166
QF_LIA,20220307-SMPT/Diffusion2D-PT-D05N050,sat,0.059996,0.1463725,9,24166
QF_LIA,20220307-SMPT/Diffusion2D-PT-D05N050,unsat,0.025145,0.060114,4,24166
QF_LIA,20220307-SMPT/Diffusion2D-PT-D05N100,sat,0.106882,0.2362947,16,24166
QF_LIA,20220307-SMPT/Diffusion2D-PT-D05N100,unsat,0.020878,0.0465691,3,24166
QF_LIA,20220307-SMPT/Diffusion2D-PT-D05N150,sat,0.081163,0.1700072,12,24166
QF_LIA,20220307-SMPT/Diffusion2D-PT-D05N150,unsat,0.012531,0.0278389,2,24166
QF_LIA,20220307-SMPT/Diffusion2D-PT-D05N200,sat,0.076274,0.1903001,12,24166
QF_LIA,20220307-SMPT/Diffusion2D-PT-D05N200,unsat,0.012992,0.031436,2,24166
QF_LIA,20220307-SMPT/Diffusion2D-PT-D05N250,sat,0.069554,0.154039,10,24166
QF_LIA,20220307-SMPT/Diffusion2D-PT-D05N250,unsat,0.006226,0.012065,1,24166
QF_LIA,20220307-SMPT/Diffusion2D-PT-D05N300,sat,0.056643,0.120543,9,24166
QF_LIA,20220307-SMPT/Diffusion2D-PT-D05N300,unsat,0.031783,0.0732341,5,24166
QF_LIA,20220307-SMPT/Diffusion2D-PT-D05N350,sat,0.059202,0.1310383,9,24166
QF_LIA,20220307-SMPT/Diffusion2D-PT-D05N350,unsat,0.021824,0.0454339,3,24166
QF_LIA,20220307-SMPT/Diffusion2D-PT-D10N010,sat,0.10375,0.2842448,16,24166
QF_LIA,20220307-SMPT/Diffusion2D-PT-D10N050,sat,0.135839,0.4080933,20,24166
QF_LIA,20220307-SMPT/Diffusion2D-PT-D10N050,unsat,0.006357,0.0152431,1,24166
QF_LIA,20220307-SMPT/Diffusion2D-PT-D10N100,sat,0.133043,0.3575638,20,24166
QF_LIA,20220307-SMPT/Diffusion2D-PT-D10N150,sat,0.126814,0.31302949999999996,19,24166
QF_LIA,20220307-SMPT/Diffusion2D-PT-D10N200,sat,0.149107,0.4356371,22,24166
QF_LIA,20220307-SMPT/Diffusion2D-PT-D20N010,sat,0.16471,0.5076806,25,24166
QF_LIA,20220307-SMPT/Diffusion2D-PT-D20N050,sat,0.108153,0.322468,17,24166
QF_LIA,20220307-SMPT/Diffusion2D-PT-D20N100,sat,0.122146,0.3756767,18,24166
QF_LIA,20220307-SMPT/Diffusion2D-PT-D20N150,sat,0.085846,0.2611637,13,24166
QF_LIA,20220307-SMPT/Diffusion2D-PT-D30N010,sat,0.085882,0.3520608,13,24166
QF_LIA,20220307-SMPT/Diffusion2D-PT-D30N050,sat,0.085725,0.3213404,13,24166
QF_LIA,20220307-SMPT/Diffusion2D-PT-D30N100,sat,0.10711999999999999,0.3925367,16,24166
QF_LIA,20220307-SMPT/Diffusion2D-PT-D30N150,sat,0.104183,0.394801,15,24166
QF_LIA,20220307-SMPT/Diffusion2D-PT-D40N010,sat,0.10403899999999999,0.4766663,16,24166
QF_LIA,20220307-SMPT/Diffusion2D-PT-D40N050,sat,0.131059,0.6065398,20,24166
QF_LIA,20220307-SMPT/Diffusion2D-PT-D40N100,sat,0.13366,0.6572682,20,24166
QF_LIA,20220307-SMPT/Diffusion2D-PT-D40N150,sat,0.092631,0.44941600000000004,14,24166
QF_LIA,20220307-SMPT/Diffusion2D-PT-D50N010,sat,0.097644,0.5835086,15,24166
QF_LIA,20220307-SMPT/Diffusion2D-PT-D50N050,sat,0.106669,0.6347017,16,24166
QF_LIA,20220307-SMPT/Diffusion2D-PT-D50N100,sat,0.130609,0.7796057,20,24166
QF_LIA,20220307-SMPT/Diffusion2D-PT-D50N150,sat,0.12425,0.7140482,18,24166
QF_LIA,20220307-SMPT/ERK-PT-000001,sat,0.092032,0.2084837,14,24166
QF_LIA,20220307-SMPT/ERK-PT-000001,unsat,0.024858,0.08079510000000001,4,24166
QF_LIA,20220307-SMPT/ERK-PT-000010,sat,0.040723,0.0977871,6,24166
QF_LIA,20220307-SMPT/ERK-PT-000010,unsat,0.066473,0.135741,10,24166
QF_LIA,20220307-SMPT/ERK-PT-000100,sat,0.081822,0.1735866,11,24166
QF_LIA,20220307-SMPT/ERK-PT-000100,unsat,0.033127000000000004,0.0703211,5,24166
QF_LIA,20220307-SMPT/ERK-PT-001000,sat,0.064451,0.1508611,10,24166
QF_LIA,20220307-SMPT/ERK-PT-001000,unsat,0.020001,0.047959,3,24166
QF_LIA,20220307-SMPT/ERK-PT-010000,sat,0.06436,0.1276121,10,24166
QF_LIA,20220307-SMPT/ERK-PT-010000,unsat,0.013212,0.0403779,2,24166
QF_LIA,20220307-SMPT/ERK-PT-100000,sat,0.103616,0.2625387,16,24166
QF_LIA,20220307-SMPT/ERK-PT-100000,unsat,0.019102,0.048538899999999996,3,24166
QF_LIA,20220307-SMPT/Eratosthenes-PT-010,sat,0.111926,0.2653954,16,24166
QF_LIA,20220307-SMPT/Eratosthenes-PT-010,unsat,0.032047,0.0671621,5,24166
QF_LIA,20220307-SMPT/Eratosthenes-PT-020,sat,0.006203,0.0179119,1,24166
QF_LIA,20220307-SMPT/Eratosthenes-PT-020,unsat,0.116434,0.2670282,17,24166
QF_LIA,20220307-SMPT/Eratosthenes-PT-050,sat,0.057374,0.1393451,9,24166
QF_LIA,20220307-SMPT/Eratosthenes-PT-050,unsat,0.07144500000000001,0.1722085,11,24166
QF_LIA,20220307-SMPT/Eratosthenes-PT-100,sat,0.058874,0.1240511,9,24166
QF_LIA,20220307-SMPT/Eratosthenes-PT-100,unsat,0.032556,0.070868,5,24166
QF_LIA,20220307-SMPT/Eratosthenes-PT-200,sat,0.064164,0.1519883,10,24166
QF_LIA,20220307-SMPT/Eratosthenes-PT-200,unsat,0.057501,0.1354567,9,24166
QF_LIA,20220307-SMPT/Eratosthenes-PT-500,sat,0.065719,0.1886961,10,24166
QF_LIA,20220307-SMPT/Eratosthenes-PT-500,unsat,0.035301,0.09260689999999999,5,24166
QF_LIA,20220307-SMPT/FMS-PT-00002,unsat,0.076015,0.1868984,10,24166
QF_LIA,20220307-SMPT/FMS-PT-00005,sat,0.078773,0.2083635,12,24166
QF_LIA,20220307-SMPT/FMS-PT-00005,unsat,0.053904,0.1088212,8,24166
QF_LIA,20220307-SMPT/FMS-PT-00010,sat,0.097421,0.2082781,14,24166
QF_LIA,20220307-SMPT/FMS-PT-00010,unsat,0.006283,0.0157729,1,24166
QF_LIA,20220307-SMPT/FMS-PT-00020,sat,0.079047,0.17303280000000001,12,24166
QF_LIA,20220307-SMPT/FMS-PT-00020,unsat,0.009205,0.0167861,1,24166
QF_LIA,20220307-SMPT/FMS-PT-00050,sat,0.104144,0.2280587,15,24166
QF_LIA,20220307-SMPT/FMS-PT-00050,unsat,0.006471,0.0121919,1,24166
QF_LIA,20220307-SMPT/FMS-PT-00100,sat,0.091327,0.1959311,13,24166
QF_LIA,20220307-SMPT/FMS-PT-00100,unsat,0.019377,0.039924799999999996,3,24166
QF_LIA,20220307-SMPT/FMS-PT-00200,sat,0.086767,0.1855611,11,24166
QF_LIA,20220307-SMPT/FMS-PT-00200,unsat,0.012469000000000001,0.026775,2,24166
QF_LIA,20220307-SMPT/FMS-PT-00500,sat,0.070654,0.1539392,11,24166
