division,family,result,cpu_time,wallclock_time,nb,solver
QF_BV,asp/DisjunctiveScheduling,starexec-unknown,2399.3500000000004,2400.05,2,39124
QF_BV,asp/EdgeMatching,sat,7079.9869,7081.418,13,39124
QF_BV,asp/EdgeMatching,starexec-unknown,2399.52,2400.12,2,39124
QF_BV,asp/Fastfood,sat,40.8553,40.8599,2,39124
QF_BV,asp/Fastfood,unsat,364.8891,364.876,4,39124
QF_BV,asp/GeneralizedSlitherlink,sat,157.56166000000002,155.99,12,39124
QF_BV,asp/GraphColouring,sat,14.96229,14.96264,5,39124
QF_BV,asp/GraphColouring,starexec-unknown,5999.74,6000.2699999999995,5,39124
QF_BV,asp/GraphColouring,unsat,2758.724,2759.2,6,39124
QF_BV,asp/GraphPartitioning,sat,66.1548,66.15880000000001,3,39124
QF_BV,asp/GraphPartitioning,starexec-unknown,1200.04,1200.09,1,39124
QF_BV,asp/GraphPartitioning,unsat,1936.539,1936.7939999999999,3,39124
QF_BV,asp/HamiltonianPath,sat,46.435810000000004,46.44106,15,39124
QF_BV,asp/Hanoi,sat,143.27483,143.31897,9,39124
QF_BV,asp/HierarchicalClustering,sat,85.42981,85.43774,5,39124
QF_BV,asp/HierarchicalClustering,unsat,4.8653,4.86583,2,39124
QF_BV,asp/KnightTour,sat,704.8729599999999,705.0336,3,39124
QF_BV,asp/KnightTour,starexec-unknown,1199.82,1200.02,1,39124
QF_BV,asp/Labyrinth,sat,8704.065,8706.759,11,39124
QF_BV,asp/Labyrinth,starexec-unknown,3599.24,3600.1499999999996,3,39124
QF_BV,asp/MazeGeneration,sat,81.46006,81.47259,8,39124
QF_BV,asp/MazeGeneration,unsat,46.65593,46.658879999999996,5,39124
QF_BV,asp/SchurNumbers,sat,81.20586,81.21614,7,39124
QF_BV,asp/SchurNumbers,unsat,34.18765,34.18956,7,39124
QF_BV,asp/Sokoban,sat,26.898400000000002,26.9014,3,39124
QF_BV,asp/Sokoban,unsat,79.23804,79.24998000000001,11,39124
QF_BV,asp/Solitaire,sat,619.59113,619.76173,11,39124
QF_BV,asp/Solitaire,starexec-unknown,2399.8500000000004,2400.04,2,39124
QF_BV,asp/Sudoku,sat,1862.57883,1862.92611,6,39124
QF_BV,asp/TravellingSalesperson,sat,181.8637,181.8924,12,39124
QF_BV,asp/WeightBoundedDominatingSet,sat,627.88053,627.97222,16,39124
QF_BV,asp/WireRouting,sat,1814.7163,1815.8366,5,39124
QF_BV,asp/WireRouting,starexec-unknown,1198.83,1200.03,1,39124
QF_BV,asp/WireRouting,unsat,114.4739,114.4836,2,39124
QF_BV,bmc-bv,unsat,20.928327000000003,20.935639,4,39124
QF_BV,bmc-bv-svcomp14,sat,80.0663,80.0764,4,39124
QF_BV,bmc-bv-svcomp14,unsat,1244.595131,1228.597454,21,39124
QF_BV,brummayerbiere,starexec-unknown,7199.16,7200.32,6,39124
QF_BV,brummayerbiere,unsat,130.379378,130.394607,12,39124
QF_BV,brummayerbiere2,sat,4.87334,4.87362,1,39124
QF_BV,brummayerbiere2,unsat,596.6962560000001,596.815063,23,39124
QF_BV,brummayerbiere3,sat,0.362176,0.362275,2,39124
QF_BV,brummayerbiere3,starexec-unknown,9598.77,9600.25,8,39124
QF_BV,brummayerbiere3,unsat,2316.681423,2317.0557019,25,39124
QF_BV,brummayerbiere4,sat,496.2773,496.3052,4,39124
QF_BV,bruttomesso/core,unsat,941.653462,935.011289,233,39124
QF_BV,bruttomesso/lfsr,starexec-unknown,2399.7799999999997,2400.09,2,39124
QF_BV,bruttomesso/lfsr,unsat,5941.1614979999995,5929.975327,110,39124
QF_BV,bruttomesso/simple_processor,unsat,209.66870400000002,207.625727,27,39124
QF_BV,calypto,starexec-unknown,9599.77,9600.46,8,39124
QF_BV,challenge,starexec-unknown,1199.96,1200.03,1,39124
QF_BV,ecc,unsat,1.946305,1.9467430000000001,4,39124
QF_BV,fft,sat,821.8446389999999,821.8737839999999,3,39124
QF_BV,fft,starexec-unknown,3599.7700000000004,3600.12,3,39124
QF_BV,fft,unsat,99.71459999999999,99.71706999999999,2,39124
QF_BV,float,sat,5367.45127,5362.61962,50,39124
QF_BV,float,starexec-unknown,17997.44,18000.54,15,39124
QF_BV,float,unsat,6911.070799,6900.829695,44,39124
QF_BV,galois,starexec-unknown,2399.86,2400.05,2,39124
QF_BV,gulwani-pldi08,sat,9.296981,9.299075,4,39124
QF_BV,log-slicing,starexec-unknown,27597.86,27601.09,23,39124
QF_BV,log-slicing,unsat,7148.594104,7149.499238,80,39124
QF_BV,mcm,sat,10528.284032,10530.075466,42,39124
QF_BV,mcm,starexec-unknown,44393.75,44401.33,37,39124
QF_BV,mcm,unsat,654.4938,654.593,13,39124
QF_BV,pipe,unsat,266.435,266.477,1,39124
QF_BV,pspace,sat,9.213115,9.215357,13,39124
QF_BV,pspace,starexec-unknown,5999.49,6000.28,5,39124
QF_BV,pspace,unsat,12541.7015,12543.2741,28,39124
QF_BV,rubik,sat,1.6175,1.61761,1,39124
QF_BV,rubik,unsat,41.63423,41.637640000000005,2,39124
QF_BV,sage/app1,sat,59.928692,59.950625,101,39124
QF_BV,sage/app1,unsat,52.990314,53.027214,210,39124
QF_BV,sage/app11,unsat,133.233227,133.334139,295,39124
QF_BV,sage/app12,sat,62.696858,61.6830857,77,39124
QF_BV,sage/app12,unsat,1.3780000000000001,1.3782389,4,39124
QF_BV,sage/app2,unsat,23.539403999999998,23.5478423,60,39124
QF_BV,sage/app5,unsat,0.156572,0.156634,1,39124
QF_BV,sage/app7,sat,0.596406,0.5984177,14,39124
QF_BV,sage/app7,unsat,1420.484868,1417.7228729,1235,39124
QF_BV,sage/app8,sat,4.026501,4.027481,12,39124
QF_BV,sage/app8,unsat,20.815978,20.8275959,33,39124
QF_BV,sage/app9,sat,4.377265,4.382689,10,39124
QF_BV,sage/app9,unsat,20.581615,20.589705,45,39124
QF_BV,spear/cvs_v1.11.22,sat,2.8286350000000002,2.831208,15,39124
QF_BV,spear/cvs_v1.11.22,unsat,70.018,70.0216,2,39124
QF_BV,spear/inn_v2.4.3,sat,25.123888,25.158838,108,39124
QF_BV,spear/openldap_v2.3.35,sat,13.301919999999999,13.303389,4,39124
QF_BV,spear/samba_v3.0.24,sat,356.969929,356.264475,659,39124
QF_BV,spear/samba_v3.0.24,unsat,0.825091,0.825238,3,39124
QF_BV,spear/wget_v1.10.2,sat,19.912562,19.917289999999998,24,39124
QF_BV,spear/wget_v1.10.2,unsat,0.56664,0.566771,1,39124
QF_BV,spear/xinetd_v2.3.14,unsat,0.020693999999999997,0.0297561,2,39124
QF_BV,spear/zebra_v0.95a,sat,0.34139200000000003,0.3415701,3,39124
QF_BV,tacas07,sat,3.920256,3.9206600000000003,3,39124
QF_BV,tacas07,unsat,78.3116,78.3201,1,39124
QF_BV,uclid/catchconv,sat,292.773935,283.731818,127,39124
QF_BV,uclid/catchconv,unsat,47.289561,47.3307862,77,39124
QF_BV,uclid_contrib_smtcomp09,unsat,68.3554,68.3628,3,39124
QF_BV,uum,starexec-unknown,4799.64,4800.09,4,39124
QF_BV,wienand-cav2008/Booth,starexec-unknown,3599.58,3600.2,3,39124
QF_BV,wienand-cav2008/Booth,unsat,11.9403,11.9417,1,39124
QF_BV,wienand-cav2008/Commute,unsat,0.010092,0.0335471,2,39124
QF_BVFP,20170428-Liew-KLEE/aachen_real_diction_style.x86_64,unsat,10.21365,10.222542,21,39124
QF_BVFP,20170428-Liew-KLEE/aachen_real_gmp_gmp_klee_mpqload.x86_64,unsat,0.081253,0.0839449,1,39124
QF_BVFP,20170428-Liew-KLEE/aachen_real_libmatheval_sqrt.x86_64,unsat,6.862793,6.867083,4,39124
QF_BVFP,20170428-Liew-KLEE/aachen_real_numerical_recipes_gaussj.x86_64,sat,0.121888,0.122521,1,39124
QF_BVFP,20170428-Liew-KLEE/aachen_real_numerical_recipes_gaussj.x86_64,unsat,0.39588300000000004,0.39714700000000003,3,39124
QF_BVFP,20170428-Liew-KLEE/aachen_real_numerical_recipes_qrdcmp.x86_64,unsat,0.7306170000000001,0.7443351,4,39124
QF_BVFP,20170428-Liew-KLEE/aachen_real_units_meter_ft.x86_64,unsat,0.09694699999999999,0.1737433,11,39124
QF_BVFP,20170428-Liew-KLEE/aachen_real_wxpro_meter_ft.x86_64,unsat,6.15602,6.15656,1,39124
QF_BVFP,20170428-Liew-KLEE/aachen_real_wxpro_tostr.x86_64,sat,0.7473529999999999,0.748606,4,39124
QF_BVFP,20170428-Liew-KLEE/aachen_real_wxpro_tostr.x86_64,unsat,13.250814,13.2701689,29,39124
QF_BVFP,20170428-Liew-KLEE/aachen_syn_halve_longdouble-flow.x86_64,sat,0.011237,0.012547,1,39124
QF_BVFP,20170428-Liew-KLEE/aachen_syn_halve_longdouble-flow.x86_64,unsat,0.115117,0.11520520000000001,2,39124
QF_BVFP,20170428-Liew-KLEE/aachen_syn_inf_double.x86_64,unsat,1.573179,1.575504,7,39124
QF_BVFP,20170428-Liew-KLEE/aachen_syn_inf_float.x86_64,unsat,0.239956,0.240112,3,39124
QF_BVFP,20170428-Liew-KLEE/aachen_syn_inf_longdouble.x86_64,unsat,0.061599999999999995,0.0617131,4,39124
QF_BVFP,20170428-Liew-KLEE/aachen_syn_ld-overwrite_default.x86_64,unsat,0.004476,0.0134781,1,39124
QF_BVFP,20170428-Liew-KLEE/aachen_syn_mod_longdouble.x86_64,sat,0.011238,0.017993,1,39124
QF_BVFP,20170428-Liew-KLEE/aachen_syn_nan_double.x86_64,unsat,4.030005,4.031649,4,39124
QF_BVFP,20170428-Liew-KLEE/aachen_syn_nan_longdouble.x86_64,sat,0.011241,0.01128,1,39124
QF_BVFP,20170428-Liew-KLEE/aachen_syn_nan_longdouble.x86_64,unsat,10.788556999999999,10.7929279,9,39124
QF_BVFP,20170428-Liew-KLEE/aachen_syn_sqr_double-flow.x86_64,sat,4.12457,4.13397,3,39124
QF_BVFP,20170428-Liew-KLEE/aachen_syn_sqr_double-noflow.x86_64,sat,7.5430600000000005,7.54467,2,39124
QF_BVFP,20170428-Liew-KLEE/aachen_syn_sqr_float-noflow.x86_64,sat,0.527969,0.5281899999999999,2,39124
QF_BVFP,20170428-Liew-KLEE/aachen_syn_sqr_longdouble-flow.x86_64,sat,2.42703,2.42747,1,39124
QF_BVFP,20170428-Liew-KLEE/imperial_gsl_benchmarks_blas_klee_bug.x86_64,sat,0.335877,0.335966,1,39124
QF_BVFP,20170428-Liew-KLEE/imperial_gsl_benchmarks_blas_klee_correct.x86_64,unsat,953.63,953.775,1,39124
QF_BVFP,20170428-Liew-KLEE/imperial_gsl_benchmarks_differentiation_klee.x86_64,unsat,143.063,143.088,1,39124
QF_BVFP,20170428-Liew-KLEE/imperial_gsl_benchmarks_polyroots_klee_high_degree_bug.x86_64,unsat,11.877419,11.878969,2,39124
QF_BVFP,20170428-Liew-KLEE/imperial_gsl_benchmarks_statistics_full_sym_klee.x86_64,unsat,7.82196,7.82224,1,39124
QF_BVFP,20170428-Liew-KLEE/imperial_gsl_benchmarks_statistics_klee.x86_64,unsat,3.29454,3.29475,1,39124
QF_BVFP,20170428-Liew-KLEE/imperial_gsl_benchmarks_statistics_klee_bug.x86_64,unsat,152.19469,152.23206,2,39124
QF_BVFP,20170428-Liew-KLEE/imperial_gsl_benchmarks_vectors_full_sym_klee.x86_64,unsat,57.5519,57.5517,1,39124
QF_BVFP,20170428-Liew-KLEE/imperial_gsl_benchmarks_vectors_klee.x86_64,unsat,13.567870000000001,13.57498,2,39124
QF_BVFP,20170428-Liew-KLEE/imperial_gsl_benchmarks_vectors_klee_bug.x86_64,unsat,11.2428,11.2493,1,39124
QF_BVFP,20170428-Liew-KLEE/imperial_svcomp_float-benchs_svcomp_arctan_Pade.x86_64,unsat,1.774984,1.7750430000000001,2,39124
QF_BVFP,20170428-Liew-KLEE/imperial_svcomp_float-benchs_svcomp_bary_diverge.x86_64,unsat,0.385635,0.385683,1,39124
QF_BVFP,20170428-Liew-KLEE/imperial_svcomp_float-benchs_svcomp_cos_polynomial.x86_64,unsat,375.62919999999997,375.6479,2,39124
QF_BVFP,20170428-Liew-KLEE/imperial_svcomp_float-benchs_svcomp_filter1.x86_64,unsat,10.509521,10.520396,3,39124
QF_BVFP,20170428-Liew-KLEE/imperial_svcomp_float-benchs_svcomp_filter2_set.x86_64,unsat,28.264,28.2667,1,39124
QF_BVFP,20170428-Liew-KLEE/imperial_svcomp_float-benchs_svcomp_rlim_invariant.x86_64,sat,28.632819,28.654341,117,39124
QF_BVFP,20170428-Liew-KLEE/imperial_svcomp_float-benchs_svcomp_rlim_invariant.x86_64,unsat,39.278764,39.304377,77,39124
QF_BVFP,20170428-Liew-KLEE/imperial_svcomp_float-benchs_svcomp_sqrt_householder_interval.x86_64,sat,17.559089999999998,17.56985,2,39124
QF_BVFP,20170428-Liew-KLEE/imperial_svcomp_float-benchs_svcomp_sqrt_householder_interval.x86_64,unsat,0.494672,0.49476,1,39124
QF_BVFP,20170428-Liew-KLEE/imperial_synthetic_count_klee.x86_64,sat,8.116357,8.125835,22,39124
QF_BVFP,20170428-Liew-KLEE/imperial_synthetic_count_klee.x86_64,unsat,2.06807,2.07257,1,39124
QF_BVFP,20170428-Liew-KLEE/imperial_synthetic_count_klee_bug.x86_64,sat,0.329241,0.329293,1,39124
QF_BVFP,20170428-Liew-KLEE/imperial_synthetic_interval_klee_bug.x86_64,sat,0.760642,0.7607459999999999,2,39124
QF_BVFP,20170428-Liew-KLEE/imperial_synthetic_interval_klee_bug.x86_64,unsat,194.479304,194.4862431,6,39124
QF_BVFP,20170428-Liew-KLEE/imperial_synthetic_interval_klee_no_bug.x86_64,unsat,153.141811,153.1479389,7,39124
QF_BVFP,20170428-Liew-KLEE/imperial_synthetic_interval_klee_no_bug_symbolic_increment.x86_64,unsat,14.106066,14.107059099999999,2,39124
QF_BVFP,20170428-Liew-KLEE/imperial_synthetic_matrix_inverse_klee_double_4_bug.x86_64,unsat,0.099842,0.0999219,1,39124
QF_BVFP,20170428-Liew-KLEE/imperial_synthetic_non_terminating_klee_bug.x86_64,sat,18.342125,18.343326,7,39124
QF_BVFP,20170428-Liew-KLEE/imperial_synthetic_non_terminating_klee_no_bug.x86_64,unsat,37.659414999999996,25.263305,15,39124
QF_BVFP,20170428-Liew-KLEE/imperial_synthetic_prefix_sum_klee_bug_double.x86_64,unsat,0.7765690000000001,0.77678,3,39124
QF_BVFP,20170428-Liew-KLEE/imperial_synthetic_rounding_sqrt_klee.x86_64,unsat,3.25094,3.25157,3,39124
QF_BVFP,20170428-Liew-KLEE/imperial_synthetic_sqrt_inf_nan_zeros_klee_double.x86_64,unsat,1.00019,1.00037,1,39124
QF_BVFP,20170428-Liew-KLEE/imperial_synthetic_sqrt_inf_nan_zeros_klee_long_double.x86_64,unsat,3.556088,3.556505,3,39124
QF_BVFP,20170428-Liew-KLEE/imperial_synthetic_sqrt_klee.x86_64,sat,88.691302,88.69698199999999,4,39124
QF_BVFP,20170428-Liew-KLEE/imperial_synthetic_sqrt_klee.x86_64,unsat,118.713347,118.7245431,13,39124
QF_BVFP,20170428-Liew-KLEE/imperial_synthetic_sqrt_klee_bug.x86_64,sat,21.400999,21.402326000000002,3,39124
QF_BVFP,20170428-Liew-KLEE/imperial_synthetic_sqrt_klee_bug.x86_64,unsat,45.394621,45.39995,9,39124
QF_BVFP,20170428-Liew-KLEE/imperial_synthetic_vanishing_klee_bug.x86_64,sat,0.315423,0.315554,2,39124
QF_BVFP,20170501-Heizmann-UltimateAutomizer,unsat,0.733034,0.7332160000000001,2,39124
QF_BVFP,20190429-UltimateAutomizerSvcomp2019,sat,5.1563799999999995,5.1661127,14,39124
QF_BVFP,20210211-Vector/Aerospace_C,sat,0.06684999999999999,0.07003720000000001,3,39124
QF_BVFP,20210211-Vector/Industrial_Control_C,sat,0.023795,0.0238249,1,39124
QF_BVFP,ramalho/esbmc,unsat,0.234754,0.234806,1,39124
QF_BVFPLRA,20170501-Heizmann-UltimateAutomizer,sat,0.364616,0.3647,1,39124
QF_BVFPLRA,2019-Gudemann,sat,2.42626,2.42639,1,39124
QF_BVFPLRA,20190429-UltimateAutomizerSvcomp2019,sat,404.780698,401.0344832,34,39124
QF_BVFPLRA,20190429-UltimateAutomizerSvcomp2019,starexec-unknown,8398.66,8400.279999999999,7,39124
QF_BVFPLRA,20190429-UltimateAutomizerSvcomp2019,unsat,2008.692571,2008.971451,26,39124
QF_FP,20170501-Heizmann-UltimateAutomizer,sat,4.059006,4.059135,2,39124
QF_FP,20190429-UltimateAutomizerSvcomp2019,sat,12.408806,12.4114301,24,39124
QF_FP,20210211-Vector/Aerospace_C,sat,0.210078,0.22316180000000002,8,39124
QF_FP,20210211-Vector/Automotive_C,sat,0.043771000000000004,0.0503539,2,39124
QF_FP,20210211-Vector/Industrial_Control_C,sat,0.025146,0.03057,2,39124
QF_FP,20210211-Vector/RTOS_C,sat,0.013477,0.0267939,2,39124
QF_FP,20210211-Vector/Railway_C,sat,0.007999,0.0113171,1,39124
QF_FP,griggio/fmcad12,sat,5728.069678,5726.29191,100,39124
QF_FP,griggio/fmcad12,starexec-unknown,28796.83,28801.18,24,39124
QF_FP,griggio/fmcad12,unsat,9347.655529,9349.3280859,77,39124
QF_FP,ramalho/esbmc,sat,205.65042,205.6554571,2,39124
QF_FP,ramalho/esbmc,starexec-unknown,13199.28,13200.619999999999,11,39124
QF_FP,ramalho/esbmc,unsat,2350.908911,2351.1261878,10,39124
QF_FP,schanda/spark,sat,1046.304045,1046.3946709,10,39124
QF_FP,schanda/spark,starexec-unknown,1199.99,1200.02,1,39124
QF_FP,schanda/spark,unsat,240.67826200000002,240.731604,9,39124
QF_FPLRA,20170501-Heizmann-UltimateAutomizer,sat,1.834891,1.835196,4,39124
QF_FPLRA,2019-Gudemann,sat,1857.06747,1857.35178,10,39124
QF_FPLRA,2019-Gudemann,starexec-unknown,2399.83,2400.09,2,39124
QF_FPLRA,2019-Gudemann,unsat,579.732,579.832,1,39124
QF_FPLRA,20190429-UltimateAutomizerSvcomp2019,sat,19.476067,19.479361100000002,37,39124
QF_FPLRA,20190429-UltimateAutomizerSvcomp2019,unsat,0.191141,0.191195,1,39124
QF_UFBV,2018-Goel-hwbench,sat,97.969788,97.9853479,92,39124
QF_UFBV,2018-Goel-hwbench,unsat,58.694157000000004,58.7000809,38,39124
QF_UFBV,2019-Wolf-fmbench/2018E,starexec-unknown,1199.58,1200.08,1,39124
QF_UFBV,2019-Wolf-fmbench/2018E,unsat,311.61760000000004,311.65205000000003,7,39124
QF_UFBV,20210312-Bouvier,sat,1678.757371,1674.005317,68,39124
QF_UFBV,20210312-Bouvier,starexec-unknown,2399.4700000000003,2400.05,2,39124
QF_UFBV,20210312-Bouvier,unsat,6221.453949,6222.395921,72,39124
QF_UFBV,btfnt,unsat,8.77658,8.77712,1,39124
QF_UFBV,calc2,starexec-unknown,4799.67,4800.18,4,39124
QF_UFBV,calc2,unsat,1216.61551,1216.83706,15,39124
UFBV,20210301-Alive2-partial-undef/gcc,starexec-unknown,1199.82,1200.02,1,39124
UFBV,20210301-Alive2-partial-undef/gcc,unsat,9.163741,9.167935,5,39124
UFBV,20210301-Alive2-partial-undef/oggenc,sat,0.026911,0.026934,1,39124
UFBV,20210301-Alive2-partial-undef/oggenc,unsat,0.260253,0.260348,3,39124
UFBV,20210301-Alive2-partial-undef/ph7,starexec-unknown,3599.5600000000004,3600.18,3,39124
UFBV,20210301-Alive2-partial-undef/ph7,unsat,564.7931130000001,564.8792717,22,39124
UFBV,20210301-Alive2-partial-undef/sqlite3,starexec-unknown,1199.89,1200.03,1,39124
UFBV,20210301-Alive2-partial-undef/sqlite3,unsat,31.320764,31.3262134,9,39124
UFBV,20210301-Alive2/gcc,unsat,12.652812,12.653969,2,39124
UFBV,20210301-Alive2/gzip,unsat,915.221,915.324,1,39124
UFBV,20210301-Alive2/oggenc,unsat,2.4313,2.43148,1,39124
UFBV,20210301-Alive2/ph7,unsat,0.013741,0.0137779,1,39124
UFBV,20210301-Alive2/sqlite3,starexec-unknown,1199.88,1200.12,1,39124
UFBV,20210330-PEak/uf_sat,sat,39.502609,39.509988,16,39124
UFBV,20210330-PEak/uf_sat,starexec-unknown,1199.81,1200.05,1,39124
UFBV,20210330-PEak/uf_unsat,starexec-unknown,3599.7,3600.12,3,39124
UFBV,wintersteiger/fmsd13/fixpoint,starexec-unknown,46795.84,46801.939999999995,39,39124
UFBV,wintersteiger/fmsd13/fixpoint,unsat,65.935342,65.9496649,33,39124
UFBVFP,20210301-Alive2-partial-undef/gzip,starexec-unknown,1199.96,1200.02,1,39124
UFBVFP,20210301-Alive2/oggenc,unsat,0.924814,0.924851,1,39124
ABV,20190429-UltimateAutomizerSvcomp2019,sat,530.968007,539.7722951999999,11,39125
ABV,20190429-UltimateAutomizerSvcomp2019,starexec-unknown,107721.0993,109972.3915,135,39125
ABV,20190429-UltimateAutomizerSvcomp2019,unsat,431.12323200000003,441.31301890000003,23,39125
ABVFP,20170501-Heizmann-UltimateAutomizer,sat,1.47876,1.47813,1,39125
ABVFP,20190429-UltimateAutomizerSvcomp2019,sat,606.553002,638.6786736,16,39125
ABVFP,20190429-UltimateAutomizerSvcomp2019,starexec-unknown,14390.55,14400.81,12,39125
ABVFP,20190429-UltimateAutomizerSvcomp2019,unsat,0.079814,0.079282,1,39125
ABVFPLRA,20190429-UltimateAutomizerSvcomp2019,sat,4277.90827,4291.6768253,32,39125
ABVFPLRA,20190429-UltimateAutomizerSvcomp2019,starexec-unknown,46757.5,46802.659999999996,39,39125
ABVFPLRA,20190429-UltimateAutomizerSvcomp2019,unsat,54.302109,54.312018,4,39125
ALIA,piVC,starexec-unknown,0.919971,0.919157,1,39125
ALIA,piVC,unsat,4.9550849999999995,4.9491768,18,39125
AUFBV,20210301-Alive2-partial-undef/bzip2,starexec-unknown,13323.523,13906.77,12,39125
AUFBV,20210301-Alive2-partial-undef/bzip2,unsat,994.9361,1086.9007,2,39125
AUFBV,20210301-Alive2-partial-undef/gcc,sat,187.801,187.861,1,39125
AUFBV,20210301-Alive2-partial-undef/gcc,starexec-unknown,103584.48849,113165.09780999999,99,39125
AUFBV,20210301-Alive2-partial-undef/gcc,unsat,96.94266099999999,97.595263,8,39125
AUFBV,20210301-Alive2-partial-undef/gzip,starexec-unknown,1122.59,1200.04,1,39125
AUFBV,20210301-Alive2-partial-undef/gzip,unsat,10.701851,10.699294,6,39125
AUFBV,20210301-Alive2-partial-undef/oggenc,sat,14.2529,14.269,1,39125
AUFBV,20210301-Alive2-partial-undef/oggenc,starexec-unknown,14595.27,15600.689999999999,13,39125
AUFBV,20210301-Alive2-partial-undef/oggenc,unsat,7.477535,7.475947,3,39125
AUFBV,20210301-Alive2-partial-undef/ph7,starexec-unknown,121551.69105,129678.67237,115,39125
AUFBV,20210301-Alive2-partial-undef/ph7,unsat,1175.483778,1190.5088131,25,39125
AUFBV,20210301-Alive2-partial-undef/sqlite3,starexec-unknown,89484.21473,94098.9849,82,39125
AUFBV,20210301-Alive2-partial-undef/sqlite3,unsat,2166.3968449999998,2197.6823488,22,39125
AUFBV,20210301-Alive2/bzip2,starexec-unknown,9642.19,10194.948,9,39125
AUFBV,20210301-Alive2/bzip2,unsat,17.89395,17.896729999999998,3,39125
AUFBV,20210301-Alive2/gcc,starexec-unknown,59113.41958,65902.01023,63,39125
AUFBV,20210301-Alive2/gcc,unsat,7957.6878369999995,8330.182759,28,39125
AUFBV,20210301-Alive2/gzip,starexec-unknown,142.90183,143.55216,3,39125
AUFBV,20210301-Alive2/gzip,unsat,949.2334500000001,958.865551,3,39125
AUFBV,20210301-Alive2/oggenc,sat,31.3393,31.3632,1,39125
AUFBV,20210301-Alive2/oggenc,starexec-unknown,26931.27763,31265.769239999998,33,39125
AUFBV,20210301-Alive2/oggenc,unsat,1854.76528,2274.7893481,21,39125
AUFBV,20210301-Alive2/ph7,sat,219.752,219.792,1,39125
AUFBV,20210301-Alive2/ph7,starexec-unknown,80027.3786,85614.20019999999,83,39125
AUFBV,20210301-Alive2/ph7,unsat,13207.605279,14085.074993,48,39125
AUFBV,20210301-Alive2/sqlite3,sat,527.92998,562.7981100000001,2,39125
AUFBV,20210301-Alive2/sqlite3,starexec-unknown,46800.84158,51561.50135,53,39125
AUFBV,20210301-Alive2/sqlite3,unsat,1499.930886,1613.402918,20,39125
AUFBVDTLIA,20172804-Barrett/rec-fun-ijcar2016/wo-wdf/mutant_wo_fd_vcs_wdf,sat,42898.326113,45084.86703,201,39125
AUFBVDTLIA,20172804-Barrett/rec-fun-ijcar2016/wo-wdf/mutant_wo_fd_vcs_wdf,starexec-unknown,86909.444,89288.09,75,39125
AUFBVDTLIA,20172804-Barrett/rec-fun-ijcar2016/wo-wdf/mutant_wo_fd_vcs_wdf,unsat,31.094920999999996,31.0791759,28,39125
AUFBVDTLIA,20172804-Barrett/rec-fun-ijcar2016/wo-wdf/wo_fd_vcs_wdf,sat,1801.3575,2052.3079000000002,6,39125
AUFBVDTLIA,20172804-Barrett/rec-fun-ijcar2016/wo-wdf/wo_fd_vcs_wdf,starexec-unknown,80757.51,82802.89,69,39125
AUFBVDTLIA,20172804-Barrett/rec-fun-ijcar2016/wo-wdf/wo_fd_vcs_wdf,unsat,7.823993,7.8171385,25,39125
AUFBVDTLIA,20172804-Barrett/rec-fun-ijcar2016/wo/mutant_wo_fd_vcs,sat,513.271115,531.8365321,2,39125
AUFBVDTLIA,20172804-Barrett/rec-fun-ijcar2016/wo/mutant_wo_fd_vcs,starexec-unknown,205011.5343,209125.3723,197,39125
AUFBVDTLIA,20172804-Barrett/rec-fun-ijcar2016/wo/mutant_wo_fd_vcs,unsat,8688.325037999999,9015.8190385,50,39125
AUFBVDTLIA,20172804-Barrett/rec-fun-ijcar2016/wo/wo_fd_vcs,starexec-unknown,49221.1413,50448.7907,43,39125
AUFBVDTLIA,20172804-Barrett/rec-fun-ijcar2016/wo/wo_fd_vcs,unsat,10496.978782,10627.8768736,46,39125
AUFBVDTNIA,20172804-Barrett/rec-fun-ijcar2016/wo-wdf/mutant_wo_fd_vcs_wdf,starexec-unknown,0.027064,0.0265,1,39125
AUFBVDTNIA,20172804-Barrett/rec-fun-ijcar2016/wo-wdf/wo_fd_vcs_wdf,unsat,0.032053,0.031508,1,39125
AUFBVDTNIA,20172804-Barrett/rec-fun-ijcar2016/wo/mutant_wo_fd_vcs,starexec-unknown,2399.9510099999998,2400.080075,3,39125
AUFBVDTNIA,20172804-Barrett/rec-fun-ijcar2016/wo/wo_fd_vcs,starexec-unknown,1200.0,1200.03,1,39125
AUFBVDTNIA,20172804-Barrett/rec-fun-ijcar2016/wo/wo_fd_vcs,unsat,0.183393,0.1822701,2,39125
AUFBVDTNIRA,20220214-SPARK,starexec-unknown,1112105.059118,1112446.7169454,931,39125
AUFBVDTNIRA,20220214-SPARK,unsat,922.4627879999999,913.009135,131,39125
AUFBVFP,20210301-Alive2-partial-undef/oggenc,starexec-unknown,10151.01,10800.51,9,39125
AUFBVFP,20210301-Alive2-partial-undef/ph7,starexec-unknown,2338.27,2400.06,2,39125
AUFBVFP,20210301-Alive2-partial-undef/ph7,unsat,13.2302,13.2297,1,39125
AUFBVFP,20210301-Alive2-partial-undef/sqlite3,starexec-unknown,1068.15,1200.03,1,39125
AUFBVFP,20210301-Alive2-partial-undef/sqlite3,unsat,63.1999,63.8517,1,39125
AUFBVFP,20210301-Alive2/bzip2,unsat,22.1634,22.1613,1,39125
AUFBVFP,20210301-Alive2/oggenc,starexec-unknown,20124.4832,23791.6646,23,39125
AUFBVFP,20210301-Alive2/oggenc,unsat,3277.253609,3776.90976,14,39125
