division,logic,result,time,competitive,cpu_time,wallclock_time,nb,solver
Equality+LinearArith,UFIDL,starexec-unknown,>=24s,no,9600.0,9600.0,8,2022-cvc5
Equality+LinearArith,UFIDL,unsat,<=24s,no,1.462273,1.4590142,9,2022-cvc5
Equality+LinearArith,UFLIA,sat,<=24s,no,0.224077,0.255463,1,2022-cvc5
Equality+LinearArith,UFLIA,sat,>=24s,no,513.005,516.722,1,2022-cvc5
Equality+LinearArith,UFLIA,starexec-unknown,<=24s,no,4.986951,6.470726,6,2022-cvc5
Equality+LinearArith,UFLIA,starexec-unknown,>=24s,no,1472899.5745,1472883.1813,1238,2022-cvc5
Equality+LinearArith,UFLIA,unsat,<=24s,no,2668.702401,2652.0884459,1410,2022-cvc5
Equality+LinearArith,UFLIA,unsat,>=24s,no,35249.4017,35599.5178,193,2022-cvc5
Equality+LinearArith,UFLRA,starexec-unknown,>=24s,no,4539.486,4541.728,5,2022-cvc5
Equality+LinearArith,UFLRA,unsat,<=24s,no,0.045572,0.0444651,2,2022-cvc5
Equality+NonLinearArith,AUFDTNIRA,starexec-unknown,<=24s,no,128.786803,128.301744,27,2022-cvc5
Equality+NonLinearArith,AUFDTNIRA,starexec-unknown,>=24s,no,142800.0,142800.0,119,2022-cvc5
Equality+NonLinearArith,AUFDTNIRA,unsat,<=24s,no,137.639212,137.4492244,614,2022-cvc5
Equality+NonLinearArith,AUFDTNIRA,unsat,>=24s,no,128.11090000000002,128.1252,2,2022-cvc5
Equality+NonLinearArith,AUFNIA,starexec-unknown,>=24s,no,3600.0,3600.0,3,2022-cvc5
Equality+NonLinearArith,AUFNIRA,starexec-unknown,<=24s,no,3.24169,3.94446,1,2022-cvc5
Equality+NonLinearArith,AUFNIRA,starexec-unknown,>=24s,no,295260.4724,295260.9269,247,2022-cvc5
Equality+NonLinearArith,AUFNIRA,unsat,<=24s,no,46.141609,46.1412102,29,2022-cvc5
Equality+NonLinearArith,AUFNIRA,unsat,>=24s,no,3033.5481,3062.7614000000003,23,2022-cvc5
Equality+NonLinearArith,UFDTNIA,starexec-unknown,<=24s,no,16.5289,16.5293,1,2022-cvc5
Equality+NonLinearArith,UFDTNIA,unsat,<=24s,no,12.9726,12.9785,1,2022-cvc5
Equality+NonLinearArith,UFDTNIRA,starexec-unknown,<=24s,no,78.152538,78.2392849,69,2022-cvc5
Equality+NonLinearArith,UFDTNIRA,starexec-unknown,>=24s,no,137780.8589,137781.1223,118,2022-cvc5
Equality+NonLinearArith,UFDTNIRA,unsat,<=24s,no,497.789911,496.812349,1958,2022-cvc5
Equality+NonLinearArith,UFDTNIRA,unsat,>=24s,no,776.7475,776.9645,4,2022-cvc5
Equality+NonLinearArith,UFNIA,sat,<=24s,no,186.692826,186.5156153,676,2022-cvc5
Equality+NonLinearArith,UFNIA,sat,>=24s,no,28953.206,29080.123199999998,65,2022-cvc5
Equality+NonLinearArith,UFNIA,starexec-unknown,<=24s,no,5.605544999999999,5.604502,5,2022-cvc5
Equality+NonLinearArith,UFNIA,starexec-unknown,>=24s,no,3222557.314,3222563.981,2686,2022-cvc5
Equality+NonLinearArith,UFNIA,unsat,<=24s,no,2903.889246,2884.389167,2244,2022-cvc5
Equality+NonLinearArith,UFNIA,unsat,>=24s,no,105371.5782,107771.302,603,2022-cvc5
QF_Strings,QF_S,sat,<=24s,no,1500.727188,1478.5248316,5774,2022-cvc5
QF_Strings,QF_S,sat,>=24s,no,14936.2388,15126.3416,63,2022-cvc5
QF_Strings,QF_S,starexec-unknown,>=24s,no,62779.008,62779.062,53,2022-cvc5
QF_Strings,QF_S,unsat,<=24s,no,544.639475,542.2978215,2903,2022-cvc5
QF_Strings,QF_S,unsat,>=24s,no,13641.9549,13918.935300000001,54,2022-cvc5
QF_Strings,QF_SLIA,sat,<=24s,no,10764.632131,10676.8576684,12414,2022-cvc5
QF_Strings,QF_SLIA,sat,>=24s,no,443178.3624,450733.8147,1439,2022-cvc5
QF_Strings,QF_SLIA,starexec-unknown,<=24s,no,33.937200000000004,33.9563,2,2022-cvc5
QF_Strings,QF_SLIA,starexec-unknown,>=24s,no,1170000.0,1170000.0,975,2022-cvc5
QF_Strings,QF_SLIA,unsat,<=24s,no,2049.138636,2026.6879187,6837,2022-cvc5
QF_Strings,QF_SLIA,unsat,>=24s,no,80420.287,80578.84,271,2022-cvc5
QF_Strings,QF_SNIA,sat,<=24s,no,2.102594,2.0734516,70,2022-cvc5
QF_Equality,QF_AX,sat,<=24s,no,0.766156,1.1199767,98,2022-Yices2
QF_Equality,QF_AX,unsat,<=24s,no,4.886412,5.1096251,181,2022-Yices2
QF_Equality,QF_UF,sat,<=24s,no,60.110655,62.54824065,1458,2022-Yices2
QF_Equality,QF_UF,unsat,<=24s,no,187.166425,189.8262511,2017,2022-Yices2
QF_Equality,QF_UF,unsat,>=24s,no,395.2702,395.33050000000003,3,2022-Yices2
QF_LinearRealArith,QF_LRA,sat,<=24s,no,544.479196,542.4680435,257,2022-Yices2
QF_LinearRealArith,QF_LRA,sat,>=24s,no,14103.4908,14083.5951,54,2022-Yices2
QF_LinearRealArith,QF_LRA,starexec-unknown,>=24s,no,52800.0,52800.0,44,2022-Yices2
QF_LinearRealArith,QF_LRA,unsat,<=24s,no,423.68730600000004,417.5217654,155,2022-Yices2
QF_LinearRealArith,QF_LRA,unsat,>=24s,no,17917.5637,17872.9223,68,2022-Yices2
QF_LinearRealArith,QF_RDL,sat,<=24s,no,106.551813,106.5983751,99,2022-Yices2
QF_LinearRealArith,QF_RDL,sat,>=24s,no,1679.1333,1679.224,7,2022-Yices2
QF_LinearRealArith,QF_RDL,starexec-unknown,>=24s,no,39600.0,39600.0,33,2022-Yices2
QF_LinearRealArith,QF_RDL,unsat,<=24s,no,242.93427400000002,242.2607441,94,2022-Yices2
QF_LinearRealArith,QF_RDL,unsat,>=24s,no,1512.2346,1512.4048,14,2022-Yices2
Equality+MachineArith,ABV,sat,<=24s,no,34.663556,34.072982599999996,335,2022-z3-4.8.17
Equality+MachineArith,ABV,sat,>=24s,no,900.4629,900.5784,3,2022-z3-4.8.17
Equality+MachineArith,ABV,starexec-unknown,<=24s,no,178.722256,175.2269491,1984,2022-z3-4.8.17
Equality+MachineArith,ABV,starexec-unknown,>=24s,no,169368.4669,169369.5347,153,2022-z3-4.8.17
Equality+MachineArith,ABV,unsat,<=24s,no,32.49066,32.4747973,11,2022-z3-4.8.17
Equality+MachineArith,ABV,unsat,>=24s,no,453.34,453.445,1,2022-z3-4.8.17
Equality+MachineArith,ABVFP,sat,<=24s,no,9.266718000000001,9.1907843,40,2022-z3-4.8.17
Equality+MachineArith,ABVFP,starexec-unknown,<=24s,no,27.652807000000003,27.6392778,9,2022-z3-4.8.17
Equality+MachineArith,ABVFP,starexec-unknown,>=24s,no,9600.0,9600.0,8,2022-z3-4.8.17
Equality+MachineArith,ABVFP,unsat,<=24s,no,0.125315,0.11965590000000001,3,2022-z3-4.8.17
Equality+MachineArith,ABVFPLRA,sat,<=24s,no,2.927544,2.8380641,47,2022-z3-4.8.17
Equality+MachineArith,ABVFPLRA,starexec-unknown,<=24s,no,2.501932,2.498276,2,2022-z3-4.8.17
Equality+MachineArith,ABVFPLRA,starexec-unknown,>=24s,no,31200.0,31200.0,26,2022-z3-4.8.17
Equality+MachineArith,ABVFPLRA,unsat,>=24s,no,242.6105,242.6209,2,2022-z3-4.8.17
Equality+MachineArith,AUFBV,sat,<=24s,no,211.106414,196.2052088,64,2022-z3-4.8.17
Equality+MachineArith,AUFBV,sat,>=24s,no,4569.0959,4569.5714,17,2022-z3-4.8.17
Equality+MachineArith,AUFBV,starexec-unknown,<=24s,no,5.175262,5.201643099999999,5,2022-z3-4.8.17
Equality+MachineArith,AUFBV,starexec-unknown,>=24s,no,614378.4479,614381.3827,549,2022-z3-4.8.17
Equality+MachineArith,AUFBV,unsat,<=24s,no,342.129438,342.027171,74,2022-z3-4.8.17
Equality+MachineArith,AUFBV,unsat,>=24s,no,15231.9384,15234.4278,52,2022-z3-4.8.17
Equality+MachineArith,AUFBVDTLIA,sat,<=24s,no,40.789744,40.7051346,52,2022-z3-4.8.17
