benchmark_id,cpu_time,wallclock_time,result
16640864,1.91839,1.9184,sat
16640870,6.65385,6.65511,unsat
16640872,19.5962,19.5977,unsat
16640877,0.288487,0.30519,unsat
16640878,0.038918,0.0389479,unsat
16640880,0.071009,0.071046,unsat
16640881,63.5942,63.5979,sat
16640882,0.03842,0.0384629,unsat
16640885,1200.0,1200.0,starexec-unknown
16640886,0.172627,0.172675,unsat
16640887,0.089447,0.090658,unsat
16640892,0.514637,0.51471,unsat
16640894,0.055557,0.055601,unsat
16640897,3.08036,3.08051,sat
16640898,0.04863,0.048692,unsat
16640899,1200.0,1200.0,starexec-unknown
16640905,1200.0,1200.0,starexec-unknown
16640906,4.29254,4.29274,sat
16640909,133.057,133.077,sat
16640910,0.082292,0.0823441,unsat
16640911,0.03746,0.037527,unsat
16640913,1200.0,1200.0,starexec-unknown
16640915,1200.0,1200.0,starexec-unknown
16640916,0.04912,0.0491839,sat
16640918,1200.0,1200.0,starexec-unknown
16640920,0.019534,0.019614,unsat
16640924,1200.0,1200.0,starexec-unknown
16640925,1.23915,1.23916,sat
16640930,0.194241,0.194287,sat
16640931,0.171731,0.171775,unsat
16640932,0.026702,0.026874,unsat
16640937,0.080537,0.080587,unsat
16640941,0.119907,0.119956,unsat
16640943,0.01492,0.0149791,unsat
16640944,0.067437,0.0674659,unsat
16640947,0.100766,0.100797,unsat
16640948,0.023743,0.0237709,unsat
16640949,0.100684,0.100716,unsat
16640950,0.026978,0.02704,unsat
16640957,0.24888,0.248921,unsat
16640958,0.148021,0.148091,unsat
16640960,0.184927,0.184988,unsat
16640964,0.139586,0.139606,unsat
16640965,0.023237,0.0233049,unsat
16640966,0.113307,0.113354,unsat
16640968,0.077968,0.078003,unsat
16640969,0.14346,0.143508,unsat
16640971,0.250886,0.250954,unsat
16640972,0.087522,0.0875479,unsat
16640973,0.204635,0.204707,unsat
16640975,0.207603,0.207635,unsat
16640978,0.032133,0.0321999,unsat
16640983,0.015757,0.015781,unsat
16640985,0.018014,0.0194691,sat
16640987,0.019844,0.019908,unsat
