benchmark_id,cpu_time,wallclock_time,result
16551220,1200.0,1200.0,starexec-unknown
16551221,0.322877,0.322846,sat
16551222,0.028003,0.0279441,sat
16551223,0.059927,0.059874,sat
16551226,0.145681,0.145691,sat
16551229,0.106068,0.105979,sat
16551230,0.087365,0.0873119,sat
16551234,0.102352,0.102283,sat
16551239,0.051497,0.0514341,sat
16551243,1170.18,1171.47,starexec-unknown
16551244,0.022311,0.0222591,sat
16551246,0.044921,0.0448611,sat
16551247,0.056059,0.0559849,sat
16551248,1169.98,1171.95,starexec-unknown
16551249,0.052732,0.0528,sat
16551250,0.090043,0.0899611,sat
16551251,2.49492,2.49481,sat
16551253,1170.49,1174.97,starexec-unknown
16551254,0.18903,0.188968,sat
16551255,42.0339,42.0358,sat
16551256,0.042244,0.0422031,sat
16551260,1169.91,1170.04,starexec-unknown
16551270,0.07372,0.0736801,sat
16551275,0.120351,0.120286,sat
16551277,0.091228,0.0911419,sat
16551280,0.044402,0.0443449,sat
16551282,0.248386,0.248307,sat
16551283,0.09028,0.090213,sat
16551284,1170.16,1171.83,starexec-unknown
16551285,0.104355,0.104319,sat
16551289,1170.05,1170.99,starexec-unknown
16551291,1169.9,1170.03,starexec-unknown
16551295,0.094422,0.094342,sat
16551298,0.030696,0.0306799,sat
16551299,0.026961,0.0268531,sat
16551300,0.045235,0.0451269,sat
16551303,0.337476,0.337399,sat
16551304,0.025772,0.0256981,sat
16551307,0.095209,0.0951351,sat
16551314,0.133334,0.133245,sat
16551315,1170.18,1172.12,starexec-unknown
16551319,0.040946,0.0408889,sat
16551323,0.220486,0.220383,sat
16551324,0.218831,0.218773,sat
16551334,0.042886,0.0428459,sat
16551335,0.040006,0.039945,sat
16551336,0.063851,0.0637661,sat
16551339,1170.05,1170.33,starexec-unknown
16551341,0.150868,0.150793,sat
16551343,16.7115,16.7118,sat
16551344,0.387049,0.387124,sat
16551348,0.074117,0.07401,sat
16551350,0.052358,0.0522871,sat
16551352,717.436,717.513,sat
16551354,0.055458,0.055402,sat
16551358,0.046218,0.046161,sat
16551359,1169.9,1170.05,starexec-unknown
16551360,0.143547,0.158976,sat
16551366,1.10646,1.12125,sat
16551367,0.043884,0.0547761,sat
16551368,0.146654,0.14657,sat
16551371,0.055935,0.0558569,sat
16551372,0.31537,0.337306,sat
16551373,0.055332,0.0552489,sat
16551374,0.056091,0.0559981,sat
16551375,0.055743,0.0556989,sat
16551377,1170.0,1170.03,starexec-unknown
16551379,0.057309,0.0572219,sat
16551384,1170.04,1170.06,starexec-unknown
16551385,0.102066,0.102035,sat
16551386,9.15348,9.15395,sat
16551387,0.054598,0.0545429,sat
16551388,0.041754,0.041689,sat
16551389,0.073016,0.0738119,sat
16551392,0.057353,0.057297,sat
16551393,0.165894,0.166061,sat
16551394,0.042686,0.04263,sat
16551395,0.044085,0.0440291,sat
16551397,0.089963,0.0898781,sat
16551399,0.063823,0.0637609,sat
16551400,0.041421,0.0413491,sat
16551401,0.056179,0.056134,sat
16551402,17.6572,17.6591,sat
16551403,0.058345,0.0584339,sat
16551404,0.21166,0.211549,sat
16551405,1170.07,1170.92,starexec-unknown
16551406,1170.01,1170.06,starexec-unknown
16551407,0.056064,0.0561389,sat
16551408,0.082251,0.0822331,sat
16551409,0.071752,0.0716941,sat
16551411,191.707,191.751,sat
16551412,1170.04,1170.79,starexec-unknown
16551416,0.057231,0.057162,sat
16551421,0.095852,0.0958281,sat
16551423,0.115864,0.115829,sat
16551426,1169.91,1170.06,starexec-unknown
16551427,1169.89,1170.06,starexec-unknown
16551435,0.081793,0.083143,sat
16551436,0.134531,0.134439,sat
16551437,12.9733,12.9839,unsat
16551438,0.055839,0.0558731,sat
16551442,0.056465,0.056369,sat
16551446,0.186355,0.186385,sat
16551447,0.199847,0.199929,sat
16551448,0.113741,0.113672,sat
16551449,0.036361,0.0363051,sat
16551450,0.097288,0.097261,sat
16551451,1169.89,1170.06,starexec-unknown
16551454,0.048282,0.0482379,sat
16551456,0.044508,0.0449169,sat
16551458,1169.97,1170.04,starexec-unknown
16551459,0.056167,0.0560809,sat
16551462,0.056025,0.055972,sat
16551463,0.055959,0.055893,sat
16551465,0.046694,0.0466269,sat
16551467,0.041253,0.0411841,sat
16551469,0.252367,0.264721,sat
16551472,0.200543,0.2005,sat
16551476,0.058163,0.058093,sat
16551477,0.112925,0.11286,sat
16551478,0.057648,0.0589039,sat
16551479,0.082674,0.082632,sat
16551481,0.057055,0.056993,sat
16551483,0.107115,0.107015,sat
16551485,0.200594,0.200732,sat
16551487,0.063455,0.0633391,sat
16551492,0.059383,0.0593349,sat
16551493,0.038966,0.0388949,sat
16551494,0.055978,0.055963,sat
16551495,0.042386,0.0423479,sat
16551497,0.200907,0.200854,sat
16551499,0.08077,0.0806929,sat
16551501,0.057338,0.0572689,sat
16551502,0.381102,0.381014,sat
16551508,0.044826,0.0447671,sat
16551509,1169.95,1170.19,starexec-unknown
16551518,1170.02,1170.03,starexec-unknown
16551519,0.056123,0.056031,sat
16551520,0.044129,0.0440399,sat
16551525,1170.01,1170.06,starexec-unknown
16551526,0.049367,0.0493211,sat
16551528,0.041443,0.041364,sat
16551529,0.056299,0.0562261,sat
16551531,1170.01,1170.46,starexec-unknown
16551533,0.046399,0.046327,sat
16551537,0.048569,0.0484841,sat
16551538,0.064155,0.06411,sat
16551539,1170.18,1170.37,starexec-unknown
16551540,0.047399,0.0473301,sat
16551541,0.105111,0.105033,sat
16551545,0.053384,0.0533051,sat
16551547,1170.07,1170.69,starexec-unknown
16551548,0.199004,0.198932,sat
16551550,0.107922,0.121677,sat
16551552,0.117212,0.117147,sat
16551553,0.047625,0.0475571,sat
16551559,0.045298,0.045538,sat
16551562,1170.18,1171.64,starexec-unknown
16551563,0.210029,0.209965,sat
16551564,1169.93,1170.06,starexec-unknown
16551565,0.052835,0.0527679,sat
16551566,1170.02,1170.05,starexec-unknown
16551567,0.056547,0.0564719,sat
16551572,0.049472,0.049409,sat
16551575,0.057848,0.057785,sat
