benchmark_id,cpu_time,wallclock_time,result
16245286,0.10687,0.108073,sat
16245287,1.30838,1.3085,sat
16245289,77.6395,77.6519,unsat
16245293,204.337,204.379,unsat
16245299,0.981297,0.981231,unsat
16245301,590.051,590.154,unsat
16245305,1.32283,1.32295,sat
16245306,825.983,826.043,unsat
16245308,1.3629,1.36307,sat
16245311,1.14994,1.14978,unsat
16245312,84.2717,84.2821,unsat
16245319,0.686773,0.686758,unsat
16245320,0.903548,0.903566,unsat
16245321,0.561081,0.562033,unsat
16245322,0.889485,0.889787,sat
16245323,472.228,472.275,unsat
16245324,1.35892,1.35894,sat
16245327,1.03591,1.03586,sat
16245328,1.0989,1.09895,sat
16245330,612.403,612.476,unsat
16245331,748.437,748.45,unsat
16245332,702.118,702.213,unsat
16245333,256.724,256.766,unsat
16245334,263.419,263.403,unsat
16245337,866.884,866.939,unsat
16245338,1.26924,1.26915,sat
16245340,0.82668,0.826676,unsat
16245343,1.3813,1.38137,sat
16245344,131.395,131.435,unsat
16245349,181.821,181.833,unsat
16245353,1.20102,1.20094,sat
16245356,492.81,493.034,unsat
16245358,0.297807,0.297806,unsat
16245362,122.773,122.773,unsat
16245363,1.21992,1.2199,sat
16245365,1.52303,1.52314,unsat
16245366,283.763,283.808,unsat
16245369,1.06471,1.06497,unsat
16245371,1.25014,1.25022,sat
16245373,280.647,280.714,unsat
16245374,248.658,248.68,unsat
16245375,991.782,991.868,unsat
16245377,0.984387,0.984276,sat
16245378,586.884,586.96,unsat
16245380,1200.0,1200.0,starexec-unknown
16245382,0.332592,0.332559,sat
16245385,0.346695,0.346646,sat
16245387,0.336042,0.336046,sat
16245390,0.052536,0.0525061,sat
16245394,0.31132,0.311313,sat
16245397,0.329422,0.329442,sat
16245398,0.33238,0.332399,sat
16245400,0.021262,0.021221,sat
16245403,0.060546,0.06052,sat
16245404,0.022427,0.0223691,sat
16245408,0.064695,0.0647701,sat
16245413,1.11117,1.11125,sat
16245418,0.233307,0.233309,sat
16245419,0.280897,0.28086,sat
16245421,0.203306,0.203435,sat
16245422,3.70113,3.70125,sat
16245423,3.44422,3.44453,sat
16245425,0.294509,0.29448,sat
16245426,2.31452,2.31461,sat
16245430,0.456979,0.456933,sat
16245431,0.168734,0.168706,sat
16245432,0.092275,0.0922371,sat
16245433,2.62558,2.62563,sat
16245434,0.218994,0.218943,sat
16245436,0.942397,0.94246,sat
16245437,0.458061,0.458094,sat
16245439,0.368561,0.368596,sat
16245440,0.304205,0.304142,sat
16245443,0.239546,0.242717,sat
16245446,0.517455,0.517481,sat
16245450,0.155514,0.155467,sat
16245451,0.252395,0.252349,sat
16245452,0.508369,0.509499,sat
16245454,0.36086,0.36087,sat
16245455,0.127511,0.127449,sat
16245456,1.64895,1.64905,sat
16245458,2.90011,2.9003,sat
16245462,0.202525,0.2025,sat
16245463,0.299756,0.299734,sat
16245464,0.521155,0.521131,sat
16245466,0.299784,0.299763,sat
16245468,0.519383,0.519444,sat
16245470,0.155072,0.155165,sat
16245474,0.218647,0.218589,sat
16245476,0.891598,0.891655,sat
16245477,0.106585,0.106552,sat
16245478,1.21686,1.21695,sat
16245484,0.236392,0.236412,sat
16245487,41.7335,20.8843,sat
16245488,0.121129,0.121158,sat
16245489,0.266581,0.266552,sat
16245491,4.2251,4.22522,sat
16245494,0.734421,0.734358,sat
16245495,0.075192,0.0751529,sat
16245496,0.123721,0.123663,sat
16245497,0.174466,0.175421,sat
16245498,0.362999,0.362989,sat
16245499,0.439068,0.438997,sat
16245501,0.217564,0.217529,sat
16245502,39.6116,39.6143,sat
16245504,0.413901,0.413914,sat
16245508,0.331464,0.331451,sat
16245511,0.055978,0.055926,sat
16245513,0.266297,0.266224,sat
16245514,3.99589,3.99597,sat
16245515,1.74026,1.74037,sat
16245517,0.629636,0.629611,sat
16245519,2.55544,2.55543,sat
16245520,0.280439,0.280415,sat
16245521,0.398841,0.398988,sat
16245522,0.201899,0.201849,sat
16245524,2.21596,2.21604,sat
