benchmark_id,cpu_time,wallclock_time,result
16244245,17.4895,5.87663,starexec-unknown
16244247,820.534,282.007,starexec-unknown
16244248,12.6486,4.56373,starexec-unknown
16244250,14.2143,7.15194,starexec-unknown
16244254,17.7998,7.71298,starexec-unknown
16244256,11.7229,4.43104,starexec-unknown
16244257,1674.08,458.227,starexec-unknown
16244260,757.03,215.27,starexec-unknown
16244261,640.737,193.892,starexec-unknown
16244265,1163.56,322.683,starexec-unknown
16244266,1200.0,1200.0,starexec-unknown
16244267,12.7646,4.7866,starexec-unknown
16244269,790.876,263.382,starexec-unknown
16244270,17.5347,6.17667,starexec-unknown
16244271,18.6052,9.0952,starexec-unknown
16244272,1200.0,1200.0,starexec-unknown
16244273,26.8712,9.57692,starexec-unknown
16244276,1200.0,1200.0,starexec-unknown
16244277,1200.0,1200.0,starexec-unknown
16244278,1190.31,329.206,starexec-unknown
16244279,723.459,216.97,starexec-unknown
16244280,18.4819,6.4955,starexec-unknown
16244281,959.546,273.359,starexec-unknown
16244282,17.0306,7.60327,starexec-unknown
16244283,1200.0,1200.0,starexec-unknown
16244284,25.2335,8.79064,starexec-unknown
16244286,1161.37,464.181,starexec-unknown
16244288,12.4653,4.66696,starexec-unknown
16244290,14.215,5.30516,starexec-unknown
16244291,1228.7,338.027,starexec-unknown
16244293,1034.04,351.269,starexec-unknown
16244294,21.1991,10.9251,starexec-unknown
16244296,11.675,4.51615,starexec-unknown
16244297,1919.32,516.582,starexec-unknown
16244298,831.555,237.431,starexec-unknown
16244300,665.222,192.173,starexec-unknown
16244305,863.59,252.61,starexec-unknown
16244307,15.5701,5.78644,starexec-unknown
16244309,12.6607,4.83386,starexec-unknown
16244310,27.1076,5.36007,starexec-unknown
16244311,1200.0,1200.0,starexec-unknown
16244312,19.6985,6.55823,starexec-unknown
16244313,1200.0,1200.0,starexec-unknown
16244315,12.5668,4.65991,starexec-unknown
16244317,1236.08,362.054,starexec-unknown
16244318,17.121,5.97076,starexec-unknown
16244322,762.769,242.569,starexec-unknown
16244324,14.0839,5.46467,starexec-unknown
16244327,1345.82,375.629,starexec-unknown
16244329,982.764,271.241,starexec-unknown
16244330,13.3097,4.85012,starexec-unknown
16244333,22.9815,7.58918,starexec-unknown
16244334,1758.61,473.325,starexec-unknown
16244335,1200.0,1200.0,starexec-unknown
16244336,11.9655,4.62013,starexec-unknown
16244337,20.8297,7.15517,starexec-unknown
16244338,15.3107,5.46246,starexec-unknown
16244340,985.692,315.357,starexec-unknown
16244341,776.278,231.263,starexec-unknown
16244343,11.7081,4.54405,starexec-unknown
16244344,1349.28,713.27,starexec-unknown
16244347,1117.9,309.467,starexec-unknown
16244348,706.215,198.954,starexec-unknown
16244349,1222.6,336.291,starexec-unknown
16244352,12.6691,4.76249,starexec-unknown
16244356,29.2047,11.7463,starexec-unknown
16244357,984.121,278.908,starexec-unknown
16244358,24.525,8.23412,starexec-unknown
16244359,16.0519,6.62534,starexec-unknown
16244361,819.856,229.382,starexec-unknown
16244362,13.4172,4.86916,starexec-unknown
16244364,1200.0,1200.0,starexec-unknown
16244365,11.499,4.35665,starexec-unknown
16244366,1200.0,1200.0,starexec-unknown
16244367,71.1149,39.641,starexec-unknown
16244368,25.1521,8.43409,starexec-unknown
16244369,46.9773,105.217,starexec-unknown
16244370,13.3001,4.78651,starexec-unknown
16244371,14.4394,5.10783,starexec-unknown
16244372,14.3501,5.03076,starexec-unknown
16244373,14.9691,5.15322,starexec-unknown
16244374,14.1214,5.30378,starexec-unknown
16244375,26.1463,9.1817,starexec-unknown
16244376,28.4886,5.15175,starexec-unknown
16244377,15.0179,5.37392,starexec-unknown
16244378,14.1715,5.19081,starexec-unknown
16244379,14.1404,5.62838,starexec-unknown
16244380,14.1153,5.12294,starexec-unknown
16244381,14.3932,5.24014,starexec-unknown
16244382,14.947,5.13138,starexec-unknown
16244383,15.0115,5.35801,starexec-unknown
16244384,14.7709,5.33032,starexec-unknown
16244385,14.6872,5.36891,starexec-unknown
16244386,14.5346,5.26245,starexec-unknown
16244387,14.503,5.20813,starexec-unknown
16244388,19.3815,6.84704,starexec-unknown
16244389,14.6066,5.2376,starexec-unknown
16244390,14.5175,5.39794,starexec-unknown
16244391,1200.0,1200.0,starexec-unknown
16244392,90.6666,53.4022,starexec-unknown
16244393,1200.0,1200.0,starexec-unknown
16244394,1200.0,1200.0,starexec-unknown
16244395,1086.09,1022.9,starexec-unknown
16244396,1200.0,1200.0,starexec-unknown
16244397,178.982,131.629,starexec-unknown
16244398,53.981,22.1209,starexec-unknown
16244399,1200.0,1200.0,starexec-unknown
16244400,91.1219,47.1695,starexec-unknown
16244401,1200.0,1200.0,starexec-unknown
16244402,1200.0,1200.0,starexec-unknown
16244403,115.278,63.556,starexec-unknown
16244404,370.285,405.897,starexec-unknown
16244405,1200.0,1200.0,starexec-unknown
16244406,309.287,259.733,starexec-unknown
16244407,12.8268,4.65279,starexec-unknown
16244408,1200.0,1200.0,starexec-unknown
16244409,1200.0,1200.0,starexec-unknown
16244410,218.761,164.579,starexec-unknown
16244411,1200.0,1200.0,starexec-unknown
