benchmark_id,cpu_time,wallclock_time,result
14658884,0.005488,0.0106199,sat
14658886,0.232933,0.233039,unsat
14658887,0.00638,0.012998,unsat
14658894,0.059616,0.0596659,unsat
14658896,0.074369,0.0743919,unsat
14658901,0.007922,0.0124911,unsat
14658902,0.005968,0.011415,unsat
14658904,0.004166,0.013154,sat
14658906,0.004393,0.0119611,sat
14658909,0.012258,0.017959,unsat
14658910,0.046491,0.0466011,unsat
14658916,0.004286,0.0112051,sat
14658917,0.008933,0.0137789,unsat
14658918,0.003919,0.012328,sat
14658921,0.004903,0.0120719,sat
14658922,0.01843,0.0184721,unsat
14658923,0.019145,0.019181,unsat
14658927,0.006199,0.0136521,sat
14658930,0.004788,0.014207,unsat
14658931,0.026581,0.0266139,unsat
14658933,0.026476,0.026568,unsat
14658934,0.004329,0.010732,unsat
14658937,0.034226,0.034261,unsat
14658938,0.039798,0.0398899,unsat
14658939,0.00662,0.0106349,sat
14658941,0.004194,0.0130931,sat
14658945,0.00433,0.020937,sat
14658947,0.020037,0.020111,sat
14658949,0.003786,0.010517,sat
14658950,0.00453,0.0109359,sat
14658952,0.003958,0.0105739,sat
14658955,0.006477,0.010607,sat
14658956,0.004401,0.0108821,sat
14658957,0.005817,0.0134199,sat
14658961,0.005623,0.014119,sat
14658963,0.009074,0.0165039,sat
14658965,0.009465,0.0124689,sat
14658967,0.076412,0.0764341,sat
14658968,0.005396,0.011054,sat
14658971,0.005198,0.0188739,sat
14658972,0.004611,0.0184841,unsat
14658975,0.004234,0.0209989,unsat
14658977,0.004044,0.019837,unsat
14658978,0.019342,0.0193901,unsat
14658981,0.005734,0.010633,sat
14658987,0.003826,0.012253,unsat
14658990,0.036876,0.036942,unsat
14658991,0.004,0.012034,unsat
14658992,0.013448,0.013486,unsat
14658993,0.003939,0.0105011,unsat
14658997,0.036793,0.036868,unsat
14659002,0.029315,0.029355,unsat
14659005,0.034713,0.03475,sat
14659007,0.015327,0.01536,sat
14659013,0.169729,0.169763,unsat
14659015,0.004301,0.011549,unsat
14659019,0.014253,0.014282,unsat
14659020,0.003921,0.011815,sat
14659021,0.006217,0.013317,sat
14659025,0.013169,0.013252,unsat
14659027,0.004035,0.0117229,unsat
14659029,0.00707,0.0116961,sat
14659035,0.006633,0.0137321,sat
14659038,0.009227,0.0110291,sat
14659039,0.003966,0.011267,unsat
14659041,0.008979,0.010497,sat
14659042,0.005917,0.010533,sat
14659044,0.007497,0.0230989,sat
14659050,0.011414,0.0114341,unsat
14659053,0.006925,0.0106069,sat
14659054,0.016238,0.0162959,sat
14659056,0.021942,0.0219709,sat
14659057,0.004155,0.0105199,unsat
14659060,0.028447,0.02848,unsat
14659061,0.022297,0.0223631,sat
14659063,0.004849,0.0104959,sat
14659067,0.00764,0.014948,sat
14659068,0.021879,0.0219601,unsat
14659069,0.006748,0.0103401,sat
14659071,0.00689,0.011027,sat
14659073,0.005972,0.010362,sat
14659074,0.05974,0.0597739,unsat
14659076,0.011932,0.0119799,unsat
14659078,0.013678,0.0137141,unsat
14659079,0.059953,0.060102,unsat
14659083,0.038422,0.0384669,unsat
14659084,0.003975,0.0107759,unsat
14659085,0.006656,0.0139311,sat
14659086,0.004422,0.0163829,unsat
14659087,0.003859,0.010565,unsat
14659088,0.004533,0.0107371,unsat
14659090,0.006716,0.0234391,unsat
14659091,0.004272,0.013169,unsat
14659101,0.109459,0.109515,unsat
14659103,0.004124,0.011464,sat
14659106,0.004159,0.0110401,sat
14659110,0.006376,0.0119711,sat
14659111,0.008115,0.0114621,unsat
14659112,0.003858,0.018023,sat
14659113,0.007902,0.01053,unsat
14659114,0.00656,0.011158,sat
14659117,0.007291,0.019994,unsat
14659118,0.009086,0.0114041,unsat
14659120,0.008906,0.0111021,unsat
14659126,0.031119,0.031148,sat
14659128,0.004026,0.0121069,unsat
14659130,0.014316,0.0143759,sat
14659131,0.037244,0.0372939,sat
14659132,0.055431,0.05549,unsat
14659133,0.027852,0.027883,sat
14659135,0.012559,0.012601,sat
14659136,0.006713,0.0141191,sat
14659138,0.004266,0.012363,unsat
14659142,0.004707,0.0172589,unsat
14659143,0.019443,0.019472,unsat
14659144,0.004774,0.010458,unsat
14659145,0.016754,0.0168021,unsat
14659146,0.005908,0.0106019,sat
14659147,0.006746,0.018026,sat
14659148,0.003936,0.011526,unsat
14659149,0.004468,0.0107581,unsat
14659152,0.00586,0.0205641,sat
14659160,0.009736,0.0128639,sat
14659164,0.009246,0.010902,sat
14659172,0.006688,0.0105291,sat
14659176,0.012823,0.0128359,unsat
14659177,0.006293,0.0122651,unsat
14659179,0.003969,0.010129,unsat
14659180,0.015374,0.0154129,unsat
14659183,0.005274,0.0194149,sat
14659185,0.005282,0.0121311,unsat
14659186,0.011805,0.0118391,sat
14659188,0.005229,0.015578,unsat
14659194,0.004146,0.010712,sat
14659195,0.005277,0.013629,unsat
14659196,0.00479,0.0103009,sat
14659201,0.005637,0.012298,sat
14659203,0.007764,0.011617,unsat
14659206,0.005437,0.0124769,sat
14659208,0.172764,0.172837,unsat
14659209,0.169259,0.169292,unsat
14659211,0.005248,0.0106531,sat
14659212,0.17496,0.175006,unsat
14659213,0.005261,0.0104951,sat
14659214,0.012821,0.0128669,unsat
14659215,0.005447,0.0106169,sat
