benchmark_id,cpu_time,wallclock_time,result
14888951,1200.0,1200.0,starexec-unknown
14888954,0.010819,0.0107819,unsat
14888955,0.048934,0.0490679,unsat
14888959,1200.0,1200.0,starexec-unknown
14888961,1200.0,1200.0,starexec-unknown
14888963,1200.0,1200.0,starexec-unknown
14888964,0.007084,0.0131141,unsat
14888971,1200.0,1200.0,starexec-unknown
14889257,36.0144,36.0152,unsat
14889260,45.9937,45.9966,unsat
14889261,26.2711,26.2704,unsat
14889263,423.869,424.041,unsat
14889265,71.0624,71.069,unsat
14889266,7.61098,7.6107,unsat
14889268,33.4359,33.4394,unsat
14889269,1200.0,1200.0,starexec-unknown
14889270,162.05,162.094,unsat
14889271,48.8171,48.8201,unsat
14889273,10.7155,10.7167,unsat
14889277,66.1213,66.1434,unsat
14889280,9.75492,9.7545,unsat
14889287,72.5321,72.5317,unsat
14889288,4.35475,4.35465,unsat
14889292,1101.93,1102.44,unsat
14889294,10.4024,10.4027,unsat
14889296,156.029,156.066,unsat
14889297,722.637,722.76,unsat
14889301,7.6449,7.64876,unsat
14889302,58.487,58.4898,unsat
14889303,77.1903,77.2056,unsat
14889307,354.264,354.315,unsat
14889309,76.0584,76.0581,unsat
14889311,2.91946,2.91952,unsat
14889316,29.4795,29.4844,unsat
14889318,1200.0,1200.0,starexec-unknown
14889319,1200.0,1200.0,starexec-unknown
14889322,80.2061,80.2051,unsat
14889324,1200.0,1200.0,starexec-unknown
14889326,50.7428,50.7585,unsat
14889327,28.9306,28.9324,unsat
14889328,86.8556,86.8805,unsat
14889330,80.7847,80.8,unsat
14889331,80.0647,80.0869,unsat
14889334,30.1885,30.1897,unsat
14889341,39.9352,39.9393,unsat
14889343,5.78193,5.78277,unsat
14889344,16.2064,16.2086,unsat
14889347,1057.26,1057.36,unsat
14889348,187.764,187.753,unsat
14889350,11.9497,11.9495,unsat
14889351,79.3469,79.3429,unsat
14889352,286.372,286.422,unsat
14889354,15.4212,15.4211,unsat
14889356,8.43235,8.4327,unsat
14889357,1200.0,1200.0,starexec-unknown
