benchmark_id,cpu_time,wallclock_time,result
14670644,46.5829,255.866,starexec-unknown
14670645,74.2496,365.585,starexec-unknown
14670646,16.9651,68.698,starexec-unknown
14670647,11.0225,44.0363,starexec-unknown
14670648,5.7864,21.5551,starexec-unknown
14670649,47.938,192.171,starexec-unknown
14670650,21.2195,86.9107,starexec-unknown
14670651,80.7384,319.009,starexec-unknown
14670652,13.4976,55.6075,starexec-unknown
14670653,30.8762,160.051,starexec-unknown
14670654,64.7339,366.277,starexec-unknown
14670655,10.816,40.9026,starexec-unknown
14670656,58.2934,355.645,starexec-unknown
14670657,30.0624,137.646,starexec-unknown
14670658,59.0054,217.923,starexec-unknown
14670659,5.55778,31.734,starexec-unknown
14670660,20.5329,107.595,starexec-unknown
14670661,53.9584,207.026,starexec-unknown
14670662,25.808,129.221,starexec-unknown
14670663,36.3041,179.339,starexec-unknown
14670664,80.3634,390.691,starexec-unknown
14670665,71.0673,261.746,starexec-unknown
14670666,7.79445,37.6608,starexec-unknown
14670667,50.9253,201.239,starexec-unknown
14670668,17.547,162.969,starexec-unknown
14670669,35.5622,144.972,starexec-unknown
14670670,62.7512,251.506,starexec-unknown
14670671,13.5368,78.0469,starexec-unknown
14670672,27.4037,96.2723,starexec-unknown
14670673,41.5862,244.174,starexec-unknown
14670674,40.3167,185.733,starexec-unknown
14670675,8.27995,31.4478,starexec-unknown
14670676,1200.0,1200.0,starexec-unknown
14670677,46.3127,46.3213,unsat
14670678,1200.0,1200.0,starexec-unknown
14670679,1.2165,1.21681,unsat
14670680,1200.0,1200.0,starexec-unknown
14670681,1200.0,1200.0,starexec-unknown
14670682,1200.0,1200.0,starexec-unknown
14670683,53.8307,53.8343,unsat
14670684,1200.0,1200.0,starexec-unknown
14670685,1200.0,1200.0,starexec-unknown
14670686,1200.0,1200.0,starexec-unknown
14670687,0.198701,0.198763,unsat
14670688,0.163562,0.163659,unsat
14670689,1200.0,1200.0,starexec-unknown
14670690,392.022,392.091,unsat
14670691,1200.0,1200.0,starexec-unknown
14670692,1200.0,1200.0,starexec-unknown
14670693,1200.0,1200.0,starexec-unknown
14670695,4.39556,4.39562,unsat
14670696,1200.0,1200.0,starexec-unknown
14670697,1200.0,1200.0,starexec-unknown
14670698,1200.0,1200.0,starexec-unknown
14670699,1200.0,1200.0,starexec-unknown
14670700,660.622,660.796,unsat
14670701,1.59664,1.59684,unsat
14670702,1200.0,1200.0,starexec-unknown
14670703,229.543,229.573,unsat
14670704,1200.0,1200.0,starexec-unknown
14670705,1200.0,1200.0,starexec-unknown
14670706,9.53795,9.53877,unsat
14670707,1200.0,1200.0,starexec-unknown
14670709,1200.0,1200.0,starexec-unknown
14670710,1200.0,1200.0,starexec-unknown
14670711,1200.0,1200.0,starexec-unknown
14670712,0.062791,0.062831,unsat
14670713,1200.0,1200.0,starexec-unknown
14670714,1200.0,1200.0,starexec-unknown
14670715,1200.0,1200.0,starexec-unknown
14670716,63.73,63.7597,unsat
14670717,0.293429,0.293427,unsat
14670718,1200.0,1200.0,starexec-unknown
14670719,1200.0,1200.0,starexec-unknown
14670720,1200.0,1200.0,starexec-unknown
14670721,1200.0,1200.0,starexec-unknown
14670722,0.577787,0.577844,unsat
14670723,1200.0,1200.0,starexec-unknown
14670724,1200.0,1200.0,starexec-unknown
14670725,197.175,197.223,unsat
14670726,0.097438,0.0974721,unsat
14670727,1200.0,1200.0,starexec-unknown
14670728,1200.0,1200.0,starexec-unknown
14670729,1200.0,1200.0,starexec-unknown
14670731,1200.0,1200.0,starexec-unknown
14670732,1163.4,1163.62,unsat
14670733,1200.0,1200.0,starexec-unknown
14670734,16.4196,16.4194,unsat
14670735,1.31518,1.31522,unsat
14670736,1062.52,1064.11,sat
14670737,1200.0,1200.0,starexec-unknown
14670738,1200.0,1200.0,starexec-unknown
14670739,1200.0,1200.0,starexec-unknown
14670740,431.869,431.881,sat
14670741,88.5163,88.5196,sat
14670744,18.8024,18.8087,sat
14670745,59.1526,59.1621,sat
14670746,1200.0,1200.0,starexec-unknown
14670747,2.93597,2.93616,sat
14670748,91.827,91.8309,sat
14670749,1200.0,1200.0,starexec-unknown
14670750,1200.0,1200.0,starexec-unknown
14670751,7.93153,7.93261,sat
14670752,1200.0,1200.0,starexec-unknown
14670753,26.2529,26.256,sat
14670754,1200.0,1200.0,starexec-unknown
