division,logic,result,time,competitive,cpu_time,wallclock_time,nb,solver
QF_LinearRealArith,QF_RDL,unsat,<=24s,no,270.488302,270.9249034,94,2021-Yices2
QF_LinearRealArith,QF_RDL,unsat,>=24s,no,1740.8686,1799.7316,14,2021-Yices2
Arith,LIA,sat,<=24s,no,5.456987,5.4771457,137,2021-z3
Arith,LIA,starexec-unknown,>=24s,no,9600.0,9600.0,8,2021-z3
Arith,LIA,unsat,<=24s,no,4.159834,4.1848904000000005,155,2021-z3
Arith,LRA,sat,<=24s,no,526.659826,526.8060071,364,2021-z3
Arith,LRA,sat,>=24s,no,7029.6432,7030.2562,23,2021-z3
Arith,LRA,starexec-unknown,>=24s,no,66000.0,66000.0,55,2021-z3
Arith,LRA,unsat,<=24s,no,828.979213,819.6356744,471,2021-z3
Arith,LRA,unsat,>=24s,no,32683.187299999998,32686.6042,90,2021-z3
Arith,NIA,sat,<=24s,no,2.964027,2.9687622,53,2021-z3
Arith,NIA,sat,>=24s,no,29.3435,29.3485,1,2021-z3
Arith,NIA,starexec-unknown,<=24s,no,148.742489,145.578319,77,2021-z3
Arith,NIA,starexec-unknown,>=24s,no,48733.784,48734.223,44,2021-z3
Arith,NIA,unsat,<=24s,no,21.098443,21.1083381,33,2021-z3
Arith,NRA,sat,<=24s,no,0.06535099999999999,0.0656191,3,2021-z3
Arith,NRA,starexec-unknown,>=24s,no,4688.775,4689.102,5,2021-z3
Arith,NRA,unsat,<=24s,no,23.484494,23.519686800000002,90,2021-z3
Arith,NRA,unsat,>=24s,no,292.073,292.111,1,2021-z3
QF_Datatypes,QF_DT,sat,<=24s,no,21.3281,21.328,1,2021-z3
QF_Datatypes,QF_DT,sat,>=24s,no,23680.8434,23682.6386,39,2021-z3
QF_Datatypes,QF_DT,starexec-unknown,>=24s,no,116400.0,116400.0,97,2021-z3
QF_Datatypes,QF_DT,unsat,<=24s,no,34.84263,34.845839999999995,3,2021-z3
QF_Datatypes,QF_DT,unsat,>=24s,no,32753.6222,32756.9652,61,2021-z3
QF_Datatypes,QF_UFDT,sat,>=24s,no,4477.1939,4477.6472,7,2021-z3
QF_Datatypes,QF_UFDT,starexec-unknown,>=24s,no,118800.0,118800.0,99,2021-z3
QF_Datatypes,QF_UFDT,unsat,>=24s,no,35631.2661,35633.7565,94,2021-z3
QF_Equality,QF_AX,sat,<=24s,no,5.36749,5.3764096,131,2021-z3
QF_Equality,QF_AX,unsat,<=24s,no,21.736224,18.5071134,169,2021-z3
QF_Equality,QF_UF,sat,<=24s,no,190.717567,191.0062416,1428,2021-z3
QF_Equality,QF_UF,sat,>=24s,no,32.3493,32.353,1,2021-z3
QF_Equality,QF_UF,starexec-unknown,>=24s,no,2400.0,2400.0,2,2021-z3
QF_Equality,QF_UF,unsat,<=24s,no,1304.944787,1285.6481159,2022,2021-z3
QF_Equality,QF_UF,unsat,>=24s,no,4159.508,4138.5931,40,2021-z3
Bitvec,BV,sat,<=24s,yes,340.026008,337.9056751,183,Bitwuzla
Bitvec,BV,sat,>=24s,yes,6817.7826000000005,6818.6281,24,Bitwuzla
Bitvec,BV,starexec-unknown,<=24s,yes,29.842269,29.845123700000002,14,Bitwuzla
Bitvec,BV,starexec-unknown,>=24s,yes,236400.0,236400.0,197,Bitwuzla
Bitvec,BV,unsat,<=24s,yes,501.399716,495.3749411,516,Bitwuzla
Bitvec,BV,unsat,>=24s,yes,7912.4149,7900.8193,36,Bitwuzla
Equality+MachineArith,ABV,starexec-unknown,<=24s,yes,0.769265,2.49069948,169,Bitwuzla
Equality+MachineArith,ABVFP,starexec-unknown,<=24s,yes,0.133602,0.3655756,30,Bitwuzla
Equality+MachineArith,ABVFPLRA,starexec-unknown,<=24s,yes,0.329969,0.9182689,75,Bitwuzla
Equality+MachineArith,AUFBV,sat,<=24s,yes,8.160042,8.160625,2,Bitwuzla
Equality+MachineArith,AUFBV,sat,>=24s,yes,1385.89,1385.994,2,Bitwuzla
Equality+MachineArith,AUFBV,starexec-unknown,>=24s,yes,544800.0,544800.0,454,Bitwuzla
Equality+MachineArith,AUFBV,unsat,<=24s,yes,767.12471,767.2654566,204,Bitwuzla
Equality+MachineArith,AUFBV,unsat,>=24s,yes,17987.7927,17991.1198,99,Bitwuzla
Equality+MachineArith,AUFBVFP,starexec-unknown,>=24s,yes,42000.0,42000.0,35,Bitwuzla
Equality+MachineArith,AUFBVFP,unsat,<=24s,yes,45.870226,45.88293,15,Bitwuzla
Equality+MachineArith,AUFBVFP,unsat,>=24s,yes,2380.6355000000003,2381.4078,7,Bitwuzla
Equality+MachineArith,UFBV,sat,<=24s,yes,39.52952,39.536922000000004,17,Bitwuzla
Equality+MachineArith,UFBV,starexec-unknown,>=24s,yes,58800.0,58800.0,49,Bitwuzla
Equality+MachineArith,UFBV,unsat,<=24s,yes,86.527066,86.5554599,73,Bitwuzla
Equality+MachineArith,UFBV,unsat,>=24s,yes,1515.265,1515.4512,4,Bitwuzla
Equality+MachineArith,UFBVFP,starexec-unknown,>=24s,yes,1200.0,1200.0,1,Bitwuzla
Equality+MachineArith,UFBVFP,unsat,<=24s,yes,0.924814,0.924851,1,Bitwuzla
FPArith,BVFP,sat,<=24s,yes,25.547262,25.559501,133,Bitwuzla
FPArith,BVFP,sat,>=24s,yes,78.6773,39.3898,1,Bitwuzla
FPArith,BVFP,starexec-unknown,<=24s,yes,0.249266,0.249324,1,Bitwuzla
FPArith,BVFP,starexec-unknown,>=24s,yes,67200.0,67200.0,56,Bitwuzla
FPArith,BVFP,unsat,<=24s,yes,33.007549,33.0115461,12,Bitwuzla
FPArith,BVFP,unsat,>=24s,yes,864.171,864.442,2,Bitwuzla
FPArith,BVFPLRA,sat,<=24s,yes,53.533874,53.5847287,131,Bitwuzla
FPArith,BVFPLRA,sat,>=24s,yes,361.865,361.982,1,Bitwuzla
FPArith,BVFPLRA,starexec-unknown,<=24s,yes,0.066254,0.0662959,1,Bitwuzla
FPArith,BVFPLRA,starexec-unknown,>=24s,yes,80400.0,80400.0,67,Bitwuzla
FPArith,BVFPLRA,unsat,<=24s,yes,2.671742,2.6784898999999998,9,Bitwuzla
FPArith,FP,sat,<=24s,yes,469.419226,463.985525,33,Bitwuzla
FPArith,FP,sat,>=24s,yes,18616.7013,18619.3682,89,Bitwuzla
FPArith,FP,starexec-unknown,<=24s,yes,0.0,0.0,4,Bitwuzla
FPArith,FP,starexec-unknown,>=24s,yes,68400.0,68400.0,57,Bitwuzla
FPArith,FP,unsat,<=24s,yes,610.343451,609.0332729,1093,Bitwuzla
FPArith,FP,unsat,>=24s,yes,11527.7345,11477.1669,58,Bitwuzla
FPArith,FPLRA,sat,<=24s,yes,24.033919,24.0372782,38,Bitwuzla
FPArith,FPLRA,sat,>=24s,yes,2944.568,2945.029,5,Bitwuzla
FPArith,FPLRA,starexec-unknown,>=24s,yes,34800.0,34800.0,29,Bitwuzla
FPArith,FPLRA,unsat,<=24s,yes,1.6444480000000001,1.6477611,15,Bitwuzla
QF_Bitvec,QF_BV,sat,<=24s,yes,12743.63261,12666.5160152,2727,Bitwuzla
QF_Bitvec,QF_BV,sat,>=24s,yes,64687.3148,64588.779800000004,336,Bitwuzla
QF_Bitvec,QF_BV,starexec-unknown,>=24s,yes,248400.0,248400.0,207,Bitwuzla
QF_Bitvec,QF_BV,unsat,<=24s,yes,9339.142392,9258.3064511,4837,Bitwuzla
QF_Bitvec,QF_BV,unsat,>=24s,yes,71773.6512,71724.8999,357,Bitwuzla
QF_Equality+Bitvec,QF_ABV,sat,<=24s,yes,746.901911,737.72995393,1103,Bitwuzla
QF_Equality+Bitvec,QF_ABV,sat,>=24s,yes,4999.8667,5000.9923,44,Bitwuzla
QF_Equality+Bitvec,QF_ABV,starexec-unknown,>=24s,yes,31200.0,31200.0,26,Bitwuzla
QF_Equality+Bitvec,QF_ABV,unsat,<=24s,yes,400.753405,399.72592521,633,Bitwuzla
QF_Equality+Bitvec,QF_ABV,unsat,>=24s,yes,6037.1074,6038.7319,24,Bitwuzla
QF_Equality+Bitvec,QF_AUFBV,sat,<=24s,yes,2.08089,2.0814031,7,Bitwuzla
QF_Equality+Bitvec,QF_AUFBV,sat,>=24s,yes,1234.9313,1235.3361,3,Bitwuzla
QF_Equality+Bitvec,QF_AUFBV,starexec-unknown,<=24s,yes,0.268213,0.2942353,15,Bitwuzla
QF_Equality+Bitvec,QF_AUFBV,starexec-unknown,>=24s,yes,4800.0,4800.0,4,Bitwuzla
QF_Equality+Bitvec,QF_AUFBV,unsat,<=24s,yes,15.441106,15.4436831,8,Bitwuzla
QF_Equality+Bitvec,QF_AUFBV,unsat,>=24s,yes,25.1551,25.1797,1,Bitwuzla
QF_Equality+Bitvec,QF_UFBV,sat,<=24s,yes,393.694459,388.6772649,134,Bitwuzla
QF_Equality+Bitvec,QF_UFBV,sat,>=24s,yes,1383.0327,1383.3134,26,Bitwuzla
QF_Equality+Bitvec,QF_UFBV,starexec-unknown,>=24s,yes,8400.0,8400.0,7,Bitwuzla
QF_Equality+Bitvec,QF_UFBV,unsat,<=24s,yes,417.747196,417.79953190000003,70,Bitwuzla
QF_Equality+Bitvec,QF_UFBV,unsat,>=24s,yes,7399.4106,7400.5627,63,Bitwuzla
QF_FPArith,QF_ABVFP,sat,<=24s,yes,96.82696800000001,96.8922123,103,Bitwuzla
QF_FPArith,QF_ABVFP,sat,>=24s,yes,49.3398,49.3516,1,Bitwuzla
QF_FPArith,QF_ABVFP,unsat,<=24s,yes,567.304959,561.5633439000001,482,Bitwuzla
QF_FPArith,QF_ABVFP,unsat,>=24s,yes,1438.2681,1423.9674,14,Bitwuzla
QF_FPArith,QF_ABVFPLRA,sat,<=24s,yes,2.233035,2.2357810000000002,9,Bitwuzla
QF_FPArith,QF_ABVFPLRA,starexec-unknown,<=24s,yes,0.076611,0.2054919,16,Bitwuzla
QF_FPArith,QF_AUFBVFP,sat,<=24s,yes,0.335526,0.335611,1,Bitwuzla
QF_FPArith,QF_BVFP,sat,<=24s,yes,147.894786,147.9744408,194,Bitwuzla
QF_FPArith,QF_BVFP,sat,>=24s,yes,57.3617,57.367,1,Bitwuzla
QF_FPArith,QF_BVFP,unsat,<=24s,yes,345.232073,345.4570496,256,Bitwuzla
QF_FPArith,QF_BVFP,unsat,>=24s,yes,2095.1638,2083.0057,14,Bitwuzla
QF_FPArith,QF_BVFPLRA,sat,<=24s,yes,75.305674,71.4574732,34,Bitwuzla
QF_FPArith,QF_BVFPLRA,sat,>=24s,yes,332.2659,332.3681,2,Bitwuzla
QF_FPArith,QF_BVFPLRA,starexec-unknown,>=24s,yes,8400.0,8400.0,7,Bitwuzla
QF_FPArith,QF_BVFPLRA,unsat,<=24s,yes,33.656271000000004,33.660651,17,Bitwuzla
QF_FPArith,QF_BVFPLRA,unsat,>=24s,yes,1975.0363,1975.3108,9,Bitwuzla
QF_FPArith,QF_FP,sat,<=24s,yes,262.101626,259.0391998,119,Bitwuzla
QF_FPArith,QF_FP,sat,>=24s,yes,6734.6908,6736.1156,34,Bitwuzla
QF_FPArith,QF_FP,starexec-unknown,>=24s,yes,43200.0,43200.0,36,Bitwuzla
QF_FPArith,QF_FP,unsat,<=24s,yes,255.563102,255.59677770000002,64,Bitwuzla
QF_FPArith,QF_FP,unsat,>=24s,yes,11683.6796,11685.5891,32,Bitwuzla
QF_FPArith,QF_FPLRA,sat,<=24s,yes,39.078128,39.0856371,46,Bitwuzla
QF_FPArith,QF_FPLRA,sat,>=24s,yes,1839.3003,1839.5807000000002,5,Bitwuzla
QF_FPArith,QF_FPLRA,starexec-unknown,>=24s,yes,2400.0,2400.0,2,Bitwuzla
QF_FPArith,QF_FPLRA,unsat,<=24s,yes,0.191141,0.191195,1,Bitwuzla
QF_FPArith,QF_FPLRA,unsat,>=24s,yes,579.732,579.832,1,Bitwuzla
Arith,LIA,sat,<=24s,yes,60.414274999999996,60.3826502,137,cvc5
Arith,LIA,unsat,<=24s,yes,17.903944,17.8298564,163,cvc5
Arith,LRA,sat,<=24s,yes,176.657783,176.5608206,294,cvc5
Arith,LRA,sat,>=24s,yes,4363.5084,4345.8529,50,cvc5
Arith,LRA,starexec-unknown,>=24s,yes,202800.0,202800.0,169,cvc5
Arith,LRA,unsat,<=24s,yes,352.011193,343.33938440000003,425,cvc5
Arith,LRA,unsat,>=24s,yes,16304.6401,16326.7495,65,cvc5
Arith,NIA,sat,<=24s,yes,40.699425,40.68603529999999,62,cvc5
Arith,NIA,sat,>=24s,yes,1703.607,1706.5169999999998,6,cvc5
Arith,NIA,starexec-unknown,>=24s,yes,21600.0,21600.0,18,cvc5
Arith,NIA,unsat,<=24s,yes,43.710436,42.660661399999995,115,cvc5
Arith,NIA,unsat,>=24s,yes,1854.4519,1869.9864,7,cvc5
Arith,NRA,sat,<=24s,yes,1.553116,1.5538220999999999,2,cvc5
Arith,NRA,sat,>=24s,yes,299.86,300.102,1,cvc5
Arith,NRA,starexec-unknown,>=24s,yes,15600.0,15600.0,13,cvc5
Arith,NRA,unsat,<=24s,yes,9.823909,9.7947272,82,cvc5
Arith,NRA,unsat,>=24s,yes,360.389,360.424,1,cvc5
Bitvec,BV,sat,<=24s,yes,477.723544,470.1856207,129,cvc5
Bitvec,BV,sat,>=24s,yes,17252.7651,17804.1305,102,cvc5
Bitvec,BV,starexec-unknown,>=24s,yes,139200.0,139200.0,116,cvc5
Bitvec,BV,unsat,<=24s,yes,476.001935,472.8143367,576,cvc5
Bitvec,BV,unsat,>=24s,yes,7377.3016,7528.3049,47,cvc5
Equality,UF,sat,<=24s,yes,39.217082,39.436121,11,cvc5
Equality,UF,sat,>=24s,yes,194179.686,197560.4733,381,cvc5
Equality,UF,starexec-unknown,>=24s,yes,2034000.0,2034000.0,1695,cvc5
Equality,UF,unsat,<=24s,yes,571.436903,571.3382438,610,cvc5
Equality,UF,unsat,>=24s,yes,27408.6881,27585.101,160,cvc5
Equality,UFDT,sat,<=24s,yes,0.41639000000000004,0.411061,2,cvc5
Equality,UFDT,sat,>=24s,yes,58021.4023,59755.8922,120,cvc5
Equality,UFDT,starexec-unknown,>=24s,yes,1227600.0,1227600.0,1023,cvc5
Equality,UFDT,unsat,<=24s,yes,353.703387,353.6439936,321,cvc5
Equality,UFDT,unsat,>=24s,yes,18148.8762,18434.4743,84,cvc5
Equality+LinearArith,ALIA,starexec-unknown,<=24s,yes,0.919971,0.919157,1,cvc5
Equality+LinearArith,ALIA,unsat,<=24s,yes,4.9550849999999995,4.9491768,18,cvc5
Equality+LinearArith,AUFDTLIA,sat,<=24s,yes,15.938513,16.852335,45,cvc5
Equality+LinearArith,AUFDTLIA,sat,>=24s,yes,23226.399,23602.709,48,cvc5
Equality+LinearArith,AUFDTLIA,starexec-unknown,>=24s,yes,8400.0,8400.0,7,cvc5
Equality+LinearArith,AUFDTLIA,unsat,<=24s,yes,184.074502,184.0786129,88,cvc5
Equality+LinearArith,AUFDTLIRA,starexec-unknown,>=24s,yes,636000.0,636000.0,530,cvc5
Equality+LinearArith,AUFDTLIRA,unsat,<=24s,yes,718.749323,717.3717335,3626,cvc5
Equality+LinearArith,AUFDTLIRA,unsat,>=24s,yes,5875.5111,5925.7754,29,cvc5
Equality+LinearArith,AUFLIA,sat,<=24s,yes,71.562601,76.80231,82,cvc5
Equality+LinearArith,AUFLIA,sat,>=24s,yes,10307.9019,10416.6023,40,cvc5
Equality+LinearArith,AUFLIA,starexec-unknown,<=24s,yes,8.088515,8.461676,21,cvc5
Equality+LinearArith,AUFLIA,starexec-unknown,>=24s,yes,304617.0368,304635.3223,258,cvc5
Equality+LinearArith,AUFLIA,unsat,<=24s,yes,212.901733,212.4055027,1143,cvc5
Equality+LinearArith,AUFLIA,unsat,>=24s,yes,13036.3984,13375.218499999999,94,cvc5
Equality+LinearArith,AUFLIRA,starexec-unknown,>=24s,yes,141728.0461,141729.0348,120,cvc5
Equality+LinearArith,AUFLIRA,unsat,<=24s,yes,168.76038499999999,168.0997069,1504,cvc5
Equality+LinearArith,AUFLIRA,unsat,>=24s,yes,5804.9823,5855.6282,59,cvc5
Equality+LinearArith,UFDTLIA,starexec-unknown,>=24s,yes,102000.0,102000.0,85,cvc5
Equality+LinearArith,UFDTLIA,unsat,<=24s,yes,36.243509,36.243681800000005,24,cvc5
Equality+LinearArith,UFDTLIA,unsat,>=24s,yes,56644.6543,58322.8988,168,cvc5
Equality+LinearArith,UFDTLIRA,sat,<=24s,yes,241.263632,247.1681767,534,cvc5
Equality+LinearArith,UFDTLIRA,sat,>=24s,yes,612.9639999999999,614.1889,6,cvc5
Equality+LinearArith,UFDTLIRA,starexec-unknown,<=24s,yes,426.408592,425.706089,186,cvc5
Equality+LinearArith,UFDTLIRA,starexec-unknown,>=24s,yes,219042.3487,219065.9779,230,cvc5
Equality+LinearArith,UFDTLIRA,unsat,<=24s,yes,226.967237,225.9666004,2167,cvc5
Equality+LinearArith,UFDTLIRA,unsat,>=24s,yes,1499.0464,1555.1226,6,cvc5
Equality+LinearArith,UFIDL,sat,>=24s,yes,516.634,589.276,1,cvc5
Equality+LinearArith,UFIDL,starexec-unknown,<=24s,yes,0.685393,0.737244,2,cvc5
Equality+LinearArith,UFIDL,starexec-unknown,>=24s,yes,9600.0,9600.0,8,cvc5
Equality+LinearArith,UFIDL,unsat,<=24s,yes,1.77349,1.7695408000000001,9,cvc5
Equality+LinearArith,UFLIA,sat,>=24s,yes,510.59,510.99,1,cvc5
Equality+LinearArith,UFLIA,starexec-unknown,<=24s,yes,17.562923,17.661263,11,cvc5
Equality+LinearArith,UFLIA,starexec-unknown,>=24s,yes,1435818.0507,1435821.6669,1202,cvc5
Equality+LinearArith,UFLIA,unsat,<=24s,yes,2981.702338,2959.4188706,1438,cvc5
Equality+LinearArith,UFLIA,unsat,>=24s,yes,39397.9068,39755.0034,196,cvc5
Equality+LinearArith,UFLRA,starexec-unknown,>=24s,yes,5816.2,5819.110000000001,5,cvc5
Equality+LinearArith,UFLRA,unsat,<=24s,yes,0.045793,0.0445798,2,cvc5
Equality+MachineArith,ABV,sat,<=24s,yes,6.891007,6.955295199999999,10,cvc5
Equality+MachineArith,ABV,sat,>=24s,yes,524.077,532.817,1,cvc5
Equality+MachineArith,ABV,starexec-unknown,>=24s,yes,109329.0793,109967.3915,135,cvc5
Equality+MachineArith,ABV,unsat,<=24s,yes,10.332332,10.3330189,19,cvc5
Equality+MachineArith,ABV,unsat,>=24s,yes,420.79089999999997,430.98,4,cvc5
Equality+MachineArith,ABVFP,sat,<=24s,yes,3.594762,3.5868036,15,cvc5
Equality+MachineArith,ABVFP,sat,>=24s,yes,604.437,636.5699999999999,2,cvc5
Equality+MachineArith,ABVFP,starexec-unknown,>=24s,yes,14400.0,14400.0,12,cvc5
Equality+MachineArith,ABVFP,unsat,<=24s,yes,0.079814,0.079282,1,cvc5
Equality+MachineArith,ABVFPLRA,sat,<=24s,yes,1.82327,1.8158253,18,cvc5
Equality+MachineArith,ABVFPLRA,sat,>=24s,yes,4276.085,4289.861,14,cvc5
Equality+MachineArith,ABVFPLRA,starexec-unknown,>=24s,yes,46800.0,46800.0,39,cvc5
Equality+MachineArith,ABVFPLRA,unsat,<=24s,yes,27.008009,27.013917999999997,3,cvc5
Equality+MachineArith,ABVFPLRA,unsat,>=24s,yes,27.2941,27.2981,1,cvc5
Equality+MachineArith,AUFBV,sat,<=24s,yes,18.34488,18.36611,2,cvc5
Equality+MachineArith,AUFBV,sat,>=24s,yes,962.7302999999999,997.7172,4,cvc5
Equality+MachineArith,AUFBV,starexec-unknown,<=24s,yes,79.32059,92.46736,11,cvc5
Equality+MachineArith,AUFBV,starexec-unknown,>=24s,yes,609833.1219,612213.7789,555,cvc5
Equality+MachineArith,AUFBV,unsat,<=24s,yes,623.976752,619.375565,140,cvc5
Equality+MachineArith,AUFBV,unsat,>=24s,yes,29315.0787,31251.6991,49,cvc5
Equality+MachineArith,AUFBVDTLIA,sat,<=24s,yes,12.205228,12.9697621,9,cvc5
Equality+MachineArith,AUFBVDTLIA,sat,>=24s,yes,45200.7495,47656.0417,200,cvc5
Equality+MachineArith,AUFBVDTLIA,starexec-unknown,>=24s,yes,431581.0196,431647.263,384,cvc5
Equality+MachineArith,AUFBVDTLIA,unsat,<=24s,yes,10.372634,10.3361265,95,cvc5
Equality+MachineArith,AUFBVDTLIA,unsat,>=24s,yes,19213.8501,19672.2561,54,cvc5
Equality+MachineArith,AUFBVDTNIA,starexec-unknown,<=24s,yes,0.068074,0.066575,2,cvc5
Equality+MachineArith,AUFBVDTNIA,starexec-unknown,>=24s,yes,3600.0,3600.0,3,cvc5
Equality+MachineArith,AUFBVDTNIA,unsat,<=24s,yes,0.215446,0.2137781,3,cvc5
Equality+MachineArith,AUFBVDTNIRA,starexec-unknown,<=24s,yes,0.34911800000000004,0.3469454,4,cvc5
Equality+MachineArith,AUFBVDTNIRA,starexec-unknown,>=24s,yes,1112400.0,1112400.0,927,cvc5
Equality+MachineArith,AUFBVDTNIRA,unsat,<=24s,yes,417.351788,407.836335,126,cvc5
Equality+MachineArith,AUFBVDTNIRA,unsat,>=24s,yes,505.111,505.17280000000005,5,cvc5
Equality+MachineArith,AUFBVFP,starexec-unknown,>=24s,yes,41720.5132,41790.6646,38,cvc5
Equality+MachineArith,AUFBVFP,unsat,<=24s,yes,132.006489,132.01336,14,cvc5
Equality+MachineArith,AUFBVFP,unsat,>=24s,yes,3260.1509,3760.4517,5,cvc5
Equality+MachineArith,AUFFPDTNIRA,starexec-unknown,<=24s,yes,6.266371,6.2634699000000005,20,cvc5
Equality+MachineArith,AUFFPDTNIRA,starexec-unknown,>=24s,yes,8400.0,8400.0,7,cvc5
Equality+MachineArith,AUFFPDTNIRA,unsat,<=24s,yes,16.994127,16.9497249,132,cvc5
Equality+MachineArith,UFBV,sat,<=24s,yes,8.18569,8.18725,1,cvc5
Equality+MachineArith,UFBV,sat,>=24s,yes,2831.0524,2935.3157,17,cvc5
Equality+MachineArith,UFBV,starexec-unknown,>=24s,yes,37442.613,37781.368,49,cvc5
Equality+MachineArith,UFBV,unsat,<=24s,yes,103.903361,103.904549,58,cvc5
Equality+MachineArith,UFBV,unsat,>=24s,yes,1979.3062,2001.4256,18,cvc5
Equality+MachineArith,UFBVFP,starexec-unknown,<=24s,yes,17.138,17.1383,1,cvc5
Equality+MachineArith,UFBVFP,unsat,<=24s,yes,0.182574,0.182031,1,cvc5
Equality+MachineArith,UFBVLIA,starexec-unknown,>=24s,yes,247200.0,247200.0,206,cvc5
Equality+MachineArith,UFBVLIA,unsat,>=24s,yes,769.636,800.018,2,cvc5
Equality+MachineArith,UFFPDTNIRA,sat,<=24s,yes,49.982911,49.9856969,33,cvc5
Equality+MachineArith,UFFPDTNIRA,sat,>=24s,yes,1158.2824,1165.8686,7,cvc5
Equality+MachineArith,UFFPDTNIRA,starexec-unknown,<=24s,yes,19.19519,19.220860000000002,6,cvc5
Equality+MachineArith,UFFPDTNIRA,starexec-unknown,>=24s,yes,17368.6782,17769.084899999998,28,cvc5
Equality+MachineArith,UFFPDTNIRA,unsat,<=24s,yes,178.488142,178.447409,317,cvc5
Equality+MachineArith,UFFPDTNIRA,unsat,>=24s,yes,2804.1449,2866.0149,5,cvc5
Equality+NonLinearArith,AUFDTNIRA,starexec-unknown,<=24s,yes,172.978989,172.012828,41,cvc5
Equality+NonLinearArith,AUFDTNIRA,starexec-unknown,>=24s,yes,141600.0,141600.0,118,cvc5
Equality+NonLinearArith,AUFDTNIRA,unsat,<=24s,yes,127.656076,127.4124461,603,cvc5
Equality+NonLinearArith,AUFNIA,starexec-unknown,>=24s,yes,3600.0,3600.0,3,cvc5
Equality+NonLinearArith,AUFNIRA,sat,>=24s,yes,510.582,511.049,1,cvc5
Equality+NonLinearArith,AUFNIRA,starexec-unknown,<=24s,yes,1.195776,1.219903,2,cvc5
Equality+NonLinearArith,AUFNIRA,starexec-unknown,>=24s,yes,301200.0,301200.0,251,cvc5
Equality+NonLinearArith,AUFNIRA,unsat,<=24s,yes,54.920718,54.931278999999996,27,cvc5
Equality+NonLinearArith,AUFNIRA,unsat,>=24s,yes,1821.0789,1857.8349,19,cvc5
Equality+NonLinearArith,UFDTNIA,unsat,<=24s,yes,7.34442,7.34754,1,cvc5
Equality+NonLinearArith,UFDTNIRA,starexec-unknown,<=24s,yes,163.085461,163.096655,75,cvc5
Equality+NonLinearArith,UFDTNIRA,starexec-unknown,>=24s,yes,131194.9693,131195.3064,115,cvc5
Equality+NonLinearArith,UFDTNIRA,unsat,<=24s,yes,457.245561,455.5608365,1958,cvc5
Equality+NonLinearArith,UFDTNIRA,unsat,>=24s,yes,185.36,185.427,1,cvc5
Equality+NonLinearArith,UFNIA,sat,<=24s,yes,169.276316,169.2671825,625,cvc5
Equality+NonLinearArith,UFNIA,sat,>=24s,yes,29614.9746,29715.9087,68,cvc5
Equality+NonLinearArith,UFNIA,starexec-unknown,<=24s,yes,6.323164,6.337019000000001,6,cvc5
Equality+NonLinearArith,UFNIA,starexec-unknown,>=24s,yes,3295200.0,3295200.0,2746,cvc5
Equality+NonLinearArith,UFNIA,unsat,<=24s,yes,2854.056364,2843.2928775,2180,cvc5
Equality+NonLinearArith,UFNIA,unsat,>=24s,yes,100309.7987,102490.088,653,cvc5
FPArith,BVFP,sat,<=24s,yes,30.090357,30.0407782,139,cvc5
FPArith,BVFP,sat,>=24s,yes,7048.827,7234.5045,25,cvc5
FPArith,BVFP,starexec-unknown,>=24s,yes,40800.0,40800.0,34,cvc5
FPArith,BVFP,unsat,>=24s,yes,930.6479999999999,930.8629000000001,7,cvc5
FPArith,BVFPLRA,sat,<=24s,yes,53.333144,46.9700152,95,cvc5
FPArith,BVFPLRA,starexec-unknown,<=24s,yes,9.145437000000001,9.1322832,35,cvc5
FPArith,BVFPLRA,starexec-unknown,>=24s,yes,84000.0,84000.0,70,cvc5
FPArith,BVFPLRA,unsat,<=24s,yes,24.76325,24.7681189,9,cvc5
FPArith,FP,sat,<=24s,yes,558.18199,546.867127,44,cvc5
FPArith,FP,sat,>=24s,yes,28165.7816,27913.9605,62,cvc5
FPArith,FP,starexec-unknown,<=24s,yes,0.0,0.0,6,cvc5
FPArith,FP,starexec-unknown,>=24s,yes,162000.0,162000.0,135,cvc5
FPArith,FP,unsat,<=24s,yes,1362.484202,1360.3808814,1005,cvc5
FPArith,FP,unsat,>=24s,yes,19857.6475,20696.2846,82,cvc5
FPArith,FPLRA,sat,<=24s,yes,53.356439,44.670956,34,cvc5
FPArith,FPLRA,sat,>=24s,yes,101.459,101.467,1,cvc5
FPArith,FPLRA,starexec-unknown,<=24s,yes,2.52528,2.5240468999999996,2,cvc5
FPArith,FPLRA,starexec-unknown,>=24s,yes,42000.0,42000.0,35,cvc5
FPArith,FPLRA,unsat,<=24s,yes,26.475102,26.493485,15,cvc5
QF_Bitvec,QF_BV,sat,<=24s,yes,15400.731345,15281.4105672,1948,cvc5
QF_Bitvec,QF_BV,sat,>=24s,yes,137958.7301,137452.7141,981,cvc5
QF_Bitvec,QF_BV,starexec-unknown,>=24s,yes,905960.7029,905989.2663,757,cvc5
QF_Bitvec,QF_BV,unsat,<=24s,yes,15188.061037,15033.6065006,3998,cvc5
QF_Bitvec,QF_BV,unsat,>=24s,yes,208750.1006,208706.8731,780,cvc5
QF_Datatypes,QF_DT,sat,>=24s,yes,9697.4775,9698.9782,21,cvc5
QF_Datatypes,QF_DT,starexec-unknown,>=24s,yes,139200.0,139200.0,116,cvc5
QF_Datatypes,QF_DT,unsat,>=24s,yes,39626.5089,39631.2677,64,cvc5
QF_Datatypes,QF_UFDT,sat,>=24s,yes,15885.256000000001,15888.936,30,cvc5
